Ux,Uy,p,CellID
-0.24915,0.505144,-0.951717,8657
0.951293,0.371304,-0.26729,8980
0.786916,0.431641,-0.95169,9189
0.762122,-0.887683,-0.300397,9360
0.750974,0.11391,-0.29239,9512
0.0560195,0.338873,-1.13393,13179
0.0959864,-0.155144,-0.175786,13502
1.17518,0.174589,-0.173721,13711
0.635957,-0.345737,-0.136011,13882
0.836639,0.195313,-0.28054,14034
