Ux,Uy,p,CellID
-0.32656,0.00168407,-0.207687,8657
0.490127,0.0708653,-0.73605,8980
0.77443,0.65008,-0.0709253,9189
0.548334,0.253378,-0.0221787,9360
1.28986,0.214266,-0.111915,9512
0.828736,0.413772,-0.654145,13179
0.191156,-0.00253485,-0.0583923,13502
0.18884,0.307884,-0.284913,13711
0.645327,-0.156707,-0.0177602,13882
0.679048,0.17455,0.0152866,14034
