Ux,Uy,p,CellID
1.13754,0.0365932,0.0919091,0
1.16479,-0.0150668,0.0476622,1
0.934576,-0.156552,0.0754501,2
0.757353,0.0873681,0.100358,3
1.07559,-0.142026,0.107093,4
1.06406,0.069779,0.111342,5
1.03243,-0.106881,0.11315,6
1.11841,0.0718301,0.115354,7
0.90175,0.019252,0.129337,8
1.00781,0.08549,0.138694,9
0.992562,-0.0466193,0.144896,10
0.895966,0.0149893,0.147036,11
1.03507,-0.0294524,0.156096,12
0.936453,0.0559696,0.157385,13
0.99878,0.0543523,0.157692,14
1.00769,0.109038,0.14913,15
1.01713,0.0508983,0.160794,16
1.0257,0.0368204,0.160068,17
0.934303,0.0213632,0.164562,18
0.98366,0.0201723,0.16464,19
0.96153,0.0125413,0.166744,20
0.958654,0.0128662,0.167636,21
0.987075,0.0113527,0.168367,22
1.00758,0.0116431,0.168863,23
1.01256,0.0112615,0.169375,24
1.01316,0.0117609,0.169848,25
1.01345,0.0121428,0.170263,26
1.01425,0.0122466,0.170636,27
1.01536,0.0118231,0.170983,28
0.842323,0.0644714,0.114124,29
0.997172,0.157127,0.0507983,30
0.971011,0.350025,0.0815427,31
1.25436,-0.0515919,0.0674079,32
0.925285,-0.0416573,0.10447,33
0.907928,0.0907461,0.0959739,34
0.974089,0.0432774,0.125071,35
0.738937,0.0841821,0.0985406,36
1.08961,0.095837,0.110466,37
1.08814,-0.0707242,0.135879,38
1.10429,0.160396,0.142863,39
1.09392,-0.0643369,0.148991,40
0.884143,0.0276445,0.155006,41
0.929203,-0.102205,0.153467,42
0.829027,-0.140428,0.148761,43
1.01195,-0.074582,0.148286,44
1.15777,-0.0347431,0.150002,45
1.07464,0.0258827,0.152144,46
1.1171,-0.00707063,0.157924,47
1.06768,-0.0158596,0.162671,48
1.07731,-0.0304586,0.165402,49
1.06052,-0.0496983,0.167279,50
1.02163,-0.0601015,0.168323,51
0.995379,-0.0614577,0.169286,52
0.982927,-0.0595014,0.170174,53
0.976372,-0.056067,0.17087,54
0.977751,-0.0531593,0.171481,55
0.985927,-0.0506643,0.171979,56
0.997566,-0.0484155,0.172413,57
1.0114,-0.070846,0.0980157,58
0.988203,-0.254705,0.0529888,59
1.03039,-0.173668,0.0858422,60
1.06389,-0.0576015,0.0741479,61
0.927467,0.382371,0.0929226,62
1.03164,-0.238163,0.0980438,63
1.03261,0.0865655,0.137648,64
1.02957,-0.32839,0.0746295,65
1.11195,-0.238961,0.101979,66
0.888222,-0.202508,0.130137,67
0.971786,-0.12147,0.127889,68
1.09838,0.119213,0.127837,69
1.08174,-0.089956,0.140992,70
1.24583,-0.102127,0.146221,71
0.931832,-0.102674,0.15015,72
0.793769,-0.188029,0.15708,73
0.787683,-0.118273,0.161478,74
0.978455,-0.151258,0.164809,75
1.0808,-0.112046,0.1687,76
1.0374,-0.093276,0.172486,77
1.09432,-0.0689963,0.174175,78
1.06632,-0.0491427,0.176574,79
1.02819,-0.0279816,0.176986,80
0.991389,-0.019116,0.177432,81
0.972442,-0.0168888,0.178011,82
0.969545,-0.0193328,0.178552,83
0.973633,-0.0231456,0.178959,84
0.976364,-0.026558,0.179305,85
0.97493,-0.028704,0.179582,86
1.03332,-0.310845,0.114118,87
1.02007,-0.102756,0.0326551,88
0.891741,0.0141211,0.0972637,89
0.857698,0.167913,0.0673575,90
1.10105,0.143272,0.0874001,91
1.10561,-0.0216643,0.0930983,92
1.04869,0.0703607,0.119323,93
1.12399,-0.311765,0.0683894,94
0.880508,-0.0672968,0.0637679,95
0.967103,0.0144686,0.119808,96
0.680489,-0.132617,0.116865,97
1.12652,-0.0331434,0.137634,98
1.25992,-0.11035,0.168877,99
0.912197,0.0771942,0.145587,100
0.999938,0.17585,0.148327,101
1.02603,0.0366149,0.159744,102
1.04961,-0.0756087,0.16195,103
1.07746,-0.175539,0.152461,104
0.936093,-0.114567,0.156967,105
0.916071,-0.115597,0.164181,106
0.934919,-0.0814278,0.166579,107
0.869199,-0.0521072,0.170407,108
0.879569,-0.0188516,0.171501,109
0.92674,-0.000119097,0.1724,110
0.97561,0.0085483,0.173337,111
1.00819,0.0115055,0.174635,112
1.02259,0.0121863,0.175724,113
1.02337,0.012294,0.176713,114
1.01639,0.0121505,0.177547,115
1.15709,0.289124,0.0964138,116
0.861421,0.125993,0.0639749,117
0.867106,0.198985,0.0934538,118
0.97594,0.0210666,0.0554265,119
1.07977,-0.00281814,0.0649676,120
1.08052,0.14029,0.0822613,121
1.2725,0.0598692,0.12146,122
1.18069,0.142088,0.0640488,123
0.764913,-0.026102,0.0713512,124
1.01662,0.0192168,0.123669,125
0.994847,-0.0981867,0.115583,126
1.05581,-0.405596,0.122401,127
0.873342,0.0518958,0.150367,128
0.749478,0.0673772,0.137696,129
1.04842,0.0806276,0.128201,130
1.31151,0.0616074,0.138897,131
1.23602,0.0189373,0.14571,132
1.05142,0.0435509,0.141934,133
0.905779,0.0450567,0.149586,134
0.950878,-0.00572173,0.160986,135
0.90799,-0.0180038,0.164771,136
0.824325,-0.0420298,0.169499,137
0.824531,-0.0557403,0.172284,138
0.875139,-0.0634243,0.174521,139
0.923732,-0.0605248,0.176798,140
0.956989,-0.0538574,0.178975,141
0.97528,-0.0463561,0.18101,142
0.981838,-0.0403696,0.182616,143
0.981626,-0.035884,0.183878,144
0.91427,0.349352,0.111839,145
1.04541,-0.0416398,0.0522855,146
0.923894,-0.176301,0.0848702,147
0.964912,-0.212737,0.0449666,148
1.03178,-0.100518,0.0404067,149
1.09007,-0.243182,0.10599,150
0.996798,-0.0905638,0.10698,151
1.24073,0.475144,0.0400688,152
0.975458,-0.182702,0.12372,153
0.963001,-0.188146,0.119899,154
1.22955,-0.10065,0.117451,155
0.920732,-0.202413,0.123761,156
0.589423,-0.00917825,0.118336,157
0.899259,-0.0905811,0.125199,158
1.03028,-0.0748135,0.120867,159
1.17855,-0.0110661,0.150024,160
1.10449,0.10483,0.146958,161
1.01019,0.108492,0.15407,162
1.06101,0.0947408,0.158167,163
1.05755,0.0628074,0.165418,164
1.01275,0.0651883,0.167737,165
0.962629,0.0420288,0.174511,166
0.944217,0.0192229,0.179527,167
0.933095,0.00116225,0.183507,168
0.921411,-0.00846464,0.186085,169
0.924569,-0.0134695,0.187788,170
0.938497,-0.0167559,0.188982,171
0.95044,-0.0190455,0.189942,172
0.954819,-0.0207218,0.190748,173
0.973917,-0.0731923,0.112603,174
1.14248,-0.0599186,0.0344292,175
0.937151,-0.160654,0.085594,176
0.959618,-0.189689,0.0725441,177
1.10675,-0.515536,0.0202155,178
1.0723,-0.411347,0.0695643,179
0.661749,-0.333158,-0.0166981,180
1.30575,0.178387,0.00310216,181
1.32876,-0.148833,0.10091,182
0.896668,-0.161841,0.0943617,183
1.06378,-0.0824268,0.13074,184
0.906065,0.125648,0.128716,185
0.7099,-0.152098,0.137398,186
0.839421,-0.141178,0.145095,187
0.936796,-0.0230851,0.149129,188
0.963209,-0.0104836,0.164031,189
1.055,0.138576,0.149217,190
1.07326,0.036706,0.166083,191
1.06317,0.0655106,0.165988,192
1.02052,0.0432958,0.174932,193
0.989062,0.0729457,0.175666,194
0.982635,0.0652237,0.179332,195
0.993801,0.0588625,0.182336,196
0.99281,0.0415951,0.185942,197
0.992081,0.0245451,0.189135,198
0.99818,0.00789608,0.191909,199
1.00609,-0.00495842,0.194017,200
1.00801,-0.0144842,0.195611,201
1.00093,-0.0213997,0.196903,202
0.956829,0.0554209,0.126799,203
1.09546,0.276003,0.040093,204
0.955201,0.137773,0.0828269,205
1.14677,0.0554573,0.0700669,206
1.1624,-0.759197,-0.00831342,207
0.978014,-0.161082,-0.0131993,208
0.619299,-0.406145,-0.00248564,209
1.16565,-0.378577,0.0429319,210
1.31253,0.00546113,0.110004,211
0.914372,0.036537,0.107595,212
0.918744,-0.0528828,0.140053,213
1.03356,0.0941087,0.129289,214
0.904016,-0.239101,0.158953,215
0.678665,-0.14384,0.13158,216
0.861017,-0.076606,0.146045,217
0.849195,-0.0636149,0.135104,218
1.03275,0.0531541,0.130947,219
1.14276,0.0134725,0.149032,220
1.06924,-0.0105288,0.166982,221
1.01406,-0.0378958,0.177807,222
0.961109,-0.00915242,0.178287,223
1.00452,-0.0123195,0.182844,224
1.04553,-0.00569828,0.184747,225
1.0683,-0.016009,0.189733,226
1.07304,-0.0231158,0.193329,227
1.0676,-0.0303583,0.196267,228
1.05964,-0.0334322,0.198765,229
1.05023,-0.0350343,0.200808,230
1.03901,-0.0363065,0.20244,231
0.829041,0.202837,0.102531,232
1.12454,0.501654,0.0117436,233
1.01292,0.0724802,0.0633,234
1.38414,0.100147,0.0182686,235
1.16869,-0.309416,0.000810599,236
0.875823,0.181399,-0.056421,237
0.799655,-0.181586,0.0922495,238
1.01267,-0.493578,0.0914533,239
1.0282,-0.00895349,0.14361,240
0.993572,0.0668808,0.137669,241
0.947958,-0.160183,0.131977,242
1.1242,-0.0969394,0.121692,243
0.9725,-0.20745,0.144079,244
0.641658,-0.167526,0.11425,245
0.848877,-0.22906,0.135161,246
0.758206,-0.219231,0.122217,247
0.920696,-0.17161,0.114262,248
1.21558,-0.0657264,0.129333,249
1.17149,-0.122991,0.161844,250
0.999174,-0.106542,0.172828,251
0.930986,-0.0946434,0.179527,252
0.971815,-0.0947673,0.185049,253
1.01617,-0.0801128,0.190272,254
1.05389,-0.0752351,0.195287,255
1.05787,-0.0662454,0.199033,256
1.04539,-0.0597355,0.202142,257
1.03382,-0.0531888,0.204649,258
1.02814,-0.0485718,0.206753,259
1.02582,-0.0457193,0.208544,260
0.738759,-0.0714197,0.0522977,261
1.18978,0.398364,-0.0168187,262
1.09833,-0.289343,0.0718437,263
1.35088,-0.144351,0.00730208,264
1.07323,0.306361,0.0486484,265
0.890276,0.377556,-0.0392307,266
1.01754,0.114554,0.0934315,267
1.0196,-0.143182,0.0759047,268
0.889293,0.0053653,0.12409,269
1.10209,-0.0261346,0.134278,270
1.01997,-0.239,0.129278,271
1.08373,-0.150552,0.123094,272
0.975221,-0.0983986,0.127635,273
0.710264,-0.174425,0.12396,274
0.902837,-0.246369,0.143585,275
0.783638,-0.30267,0.133457,276
0.784152,-0.352337,0.13486,277
1.0955,-0.214813,0.157493,278
1.12948,-0.140017,0.177955,279
0.948858,-0.0742487,0.180601,280
0.932043,-0.0670201,0.188152,281
0.962508,-0.0642211,0.193931,282
1.00046,-0.0508275,0.19898,283
1.03522,-0.0466972,0.203215,284
1.03796,-0.0437933,0.206739,285
1.02882,-0.0463215,0.210203,286
1.02297,-0.0497747,0.21328,287
1.02323,-0.054155,0.215985,288
