Ux,Uy,CellID
0.936864,-0.0888965,315
0.935701,-0.0855597,316
0.933722,-0.0824639,317
0.931902,-0.0796503,318
1.01368,-0.0021733,319
1.01466,-0.00825452,320
1.01596,-0.0133519,321
1.01881,-0.019177,322
1.02123,-0.0243619,323
1.02395,-0.0309044,324
1.02707,-0.0379981,325
1.02959,-0.0455701,326
1.03152,-0.0531879,327
1.03218,-0.0614058,328
1.03173,-0.0707045,329
1.02935,-0.0795825,330
1.02537,-0.0876042,331
1.01965,-0.0952935,332
1.01335,-0.10173,333
1.00507,-0.107445,334
0.995986,-0.111174,335
0.986733,-0.113014,336
0.977982,-0.112369,337
0.970346,-0.110174,338
0.964489,-0.106723,339
0.964198,-0.104064,340
0.964453,-0.101737,341
0.957544,-0.099291,342
0.944204,-0.0962927,343
0.932961,-0.0943715,344
0.92657,-0.0923824,345
0.922659,-0.090566,346
0.919408,-0.0886434,347
1.01453,-0.00178762,348
1.01589,-0.00780031,349
1.01774,-0.0130029,350
1.02011,-0.01914,351
1.02331,-0.0246856,352
1.02674,-0.0321963,353
1.02974,-0.0397208,354
1.03278,-0.046931,355
1.03529,-0.0555052,356
1.03732,-0.0643373,357
1.03695,-0.073921,358
1.03541,-0.0840408,359
1.03163,-0.0936349,360
1.02626,-0.103492,361
1.01908,-0.111818,362
1.01045,-0.11871,363
1.00008,-0.124531,364
0.988981,-0.129162,365
0.977662,-0.132592,366
0.966026,-0.135031,367
0.953313,-0.137084,368
0.939054,-0.136599,369
0.922267,-0.133828,370
0.913971,-0.130357,371
0.914382,-0.126654,372
0.916292,-0.122413,373
0.912933,-0.117462,374
0.909384,-0.113418,375
0.90661,-0.109372,376
1.01554,-0.00249878,377
1.01717,-0.00850379,378
1.01903,-0.0136956,379
1.0219,-0.0197817,380
1.02496,-0.0258215,381
1.02903,-0.0322599,382
1.03248,-0.0397303,383
1.03609,-0.0476725,384
1.03979,-0.0568983,385
1.04148,-0.0667388,386
1.04276,-0.0770479,387
1.04143,-0.0881533,388
1.03895,-0.09983,389
1.0337,-0.110862,390
1.02654,-0.121437,391
1.01743,-0.130956,392
1.00612,-0.138374,393
0.994018,-0.144484,394
0.981113,-0.147668,395
0.969455,-0.147807,396
0.959111,-0.145428,397
0.952155,-0.142064,398
0.94938,-0.139398,399
0.942909,-0.137518,400
0.927198,-0.13401,401
0.911314,-0.130838,402
0.902641,-0.128372,403
0.896615,-0.125599,404
0.891288,-0.122741,405
1.01674,-0.00287275,406
1.01839,-0.00886976,407
1.02035,-0.014153,408
1.0235,-0.0201617,409
1.02689,-0.0262532,410
1.03073,-0.0330281,411
1.03502,-0.0402452,412
1.03934,-0.0487827,413
1.04324,-0.0576387,414
1.04644,-0.0679696,415
1.04808,-0.0789535,416
1.04831,-0.0915829,417
1.046,-0.104782,418
1.04132,-0.117418,419
1.03482,-0.130076,420
1.02504,-0.141501,421
1.0137,-0.15145,422
0.999995,-0.160187,423
0.985355,-0.167157,424
0.969604,-0.173121,425
0.953003,-0.177572,426
0.934961,-0.180218,427
0.915582,-0.179211,428
0.898591,-0.174672,429
0.892519,-0.170107,430
0.892043,-0.165023,431
0.887208,-0.158706,432
0.88072,-0.152485,433
0.875613,-0.147309,434
1.01755,-0.00289985,435
1.01929,-0.00889333,436
1.02153,-0.0141972,437
1.02446,-0.0202782,438
1.02813,-0.0262979,439
1.03303,-0.0334028,440
1.03733,-0.0407433,441
1.04202,-0.0486768,442
1.04714,-0.0587419,443
1.05056,-0.0694865,444
1.05349,-0.0814311,445
1.05479,-0.0936908,446
1.05364,-0.108013,447
1.05006,-0.122889,448
1.04368,-0.137558,449
1.03472,-0.151357,450
1.02251,-0.164791,451
1.00862,-0.175847,452
0.99273,-0.184742,453
0.975801,-0.190293,454
0.959772,-0.191473,455
0.945749,-0.189461,456
0.935506,-0.186564,457
0.927449,-0.18483,458
0.911212,-0.182439,459
0.889625,-0.177884,460
0.874542,-0.174253,461
0.865735,-0.17022,462
0.858103,-0.165888,463
1.01866,-0.00284843,464
1.02029,-0.00880373,465
1.02255,-0.0141376,466
1.02587,-0.0202684,467
1.02981,-0.0265121,468
1.0344,-0.0334112,469
1.03954,-0.040017,470
1.04477,-0.049266,471
1.05009,-0.0593094,472
1.05499,-0.0692724,473
1.05835,-0.0821037,474
1.06071,-0.0955712,475
1.06122,-0.110806,476
1.05837,-0.127137,477
1.05313,-0.143967,478
1.04452,-0.160822,479
1.03347,-0.176885,480
1.01778,-0.191189,481
1.0011,-0.203415,482
0.981867,-0.213511,483
0.960116,-0.222701,484
0.937627,-0.229601,485
0.913247,-0.233017,486
0.888645,-0.230575,487
0.871332,-0.224698,488
0.86479,-0.218748,489
0.857656,-0.211037,490
0.847108,-0.202751,491
0.838624,-0.195409,492
1.0195,-0.00279228,493
1.02074,-0.00870123,494
1.02334,-0.0141593,495
1.02648,-0.0202828,496
1.03107,-0.026078,497
1.03609,-0.0332652,498
1.0412,-0.0409456,499
1.04737,-0.0494544,500
1.05343,-0.0590173,501
1.05857,-0.0701072,502
1.06345,-0.0823538,503
1.06686,-0.0973187,504
1.06834,-0.113122,505
1.06725,-0.130624,506
1.06325,-0.149153,507
1.05605,-0.169303,508
1.04461,-0.187329,509
1.02996,-0.205247,510
1.01211,-0.221221,511
0.99138,-0.234049,512
0.970651,-0.24225,513
0.948416,-0.245767,514
0.929281,-0.244194,515
0.913965,-0.243634,516
0.895698,-0.242679,517
0.869028,-0.238856,518
0.844872,-0.233042,519
0.830085,-0.227883,520
0.817826,-0.221266,521
1.02002,-0.00280738,522
1.02186,-0.00868047,523
1.02428,-0.0141693,524
1.02778,-0.0203085,525
1.03221,-0.0261276,526
1.03756,-0.033157,527
1.04331,-0.0409692,528
1.04925,-0.0499008,529
1.05583,-0.0591569,530
1.06192,-0.0701773,531
1.06771,-0.0833231,532
1.07252,-0.0975016,533
1.07548,-0.11449,534
1.07567,-0.133051,535
1.0732,-0.153583,536
1.06707,-0.175254,537
1.05706,-0.196593,538
1.04286,-0.218187,539
1.02451,-0.23727,540
1.003,-0.255416,541
0.978121,-0.270292,542
0.949776,-0.283809,543
0.919803,-0.294617,544
0.887555,-0.299189,545
0.856113,-0.294896,546
0.836532,-0.287899,547
0.824603,-0.280062,548
0.808689,-0.269311,549
0.793681,-0.258657,550
1.021,-0.00284611,551
1.02212,-0.00865961,552
1.02467,-0.0141724,553
1.02861,-0.0202935,554
1.03341,-0.0270194,555
1.03878,-0.0330814,556
1.04472,-0.0405571,557
1.05158,-0.0495422,558
1.05849,-0.0588178,559
1.06547,-0.0694481,560
1.07205,-0.0828066,561
1.07779,-0.0981149,562
1.08192,-0.115747,563
1.08381,-0.134832,564
1.08327,-0.156991,565
1.07873,-0.179818,566
1.06981,-0.204802,567
1.05691,-0.228872,568
1.03955,-0.252879,569
1.01751,-0.274984,570
0.992143,-0.293499,571
0.964329,-0.306571,572
0.935931,-0.312802,573
0.909623,-0.313792,574
0.884473,-0.315901,575
0.853863,-0.31667,576
0.817641,-0.310745,577
0.789888,-0.303808,578
0.770533,-0.295378,579
1.02114,-0.00284615,580
1.02318,-0.008645,581
1.02567,-0.0141362,582
1.02968,-0.020258,583
1.03419,-0.0269489,584
1.03992,-0.0330267,585
1.04622,-0.040216,586
1.05305,-0.0485794,587
1.06031,-0.0576729,588
1.06797,-0.069315,589
1.07581,-0.0820592,590
1.08256,-0.0970907,591
1.08812,-0.115176,592
1.0915,-0.135462,593
1.09254,-0.158886,594
1.08991,-0.183986,595
1.08288,-0.210675,596
1.07155,-0.238469,597
1.05532,-0.266614,598
1.03375,-0.29268,599
1.00722,-0.317453,600
0.975504,-0.339707,601
0.939108,-0.360834,602
0.899219,-0.377626,603
0.855771,-0.383524,604
0.815985,-0.37773,605
0.790405,-0.369756,606
0.76761,-0.359263,607
0.7421,-0.34462,608
1.02195,-0.00283878,609
1.02343,-0.00866883,610
1.02596,-0.0140866,611
1.03012,-0.0201776,612
1.03512,-0.0264065,613
1.04071,-0.0328638,614
1.04747,-0.0402796,615
1.05465,-0.0484553,616
1.06262,-0.0578418,617
1.07088,-0.0689173,618
1.07925,-0.0815657,619
1.08714,-0.0966781,620
1.09386,-0.114678,621
1.09896,-0.135367,622
1.10184,-0.159489,623
1.10108,-0.186491,624
1.09596,-0.215759,625
1.08668,-0.246394,626
1.07199,-0.2776,627
1.05154,-0.308694,628
1.02596,-0.338836,629
0.994734,-0.365193,630
0.960099,-0.385315,631
0.922505,-0.395696,632
0.884759,-0.401992,633
0.847573,-0.410744,634
0.801275,-0.413013,635
0.752901,-0.404814,636
0.717855,-0.39528,637
1.02234,-0.00282107,638
1.02404,-0.00867046,639
1.02675,-0.0140489,640
1.03082,-0.0201507,641
1.03598,-0.026038,642
1.04175,-0.0330166,643
1.04842,-0.0399185,644
1.05608,-0.0484821,645
1.06422,-0.0571367,646
1.07286,-0.0684736,647
1.08192,-0.0808692,648
1.09088,-0.0961494,649
1.09889,-0.113604,650
1.10546,-0.135328,651
1.11029,-0.160124,652
1.11151,-0.187803,653
1.10863,-0.2187,654
1.10145,-0.251628,655
1.08914,-0.287047,656
1.07058,-0.321828,657
1.04627,-0.35786,658
1.01481,-0.391537,659
0.975753,-0.424591,660
0.9293,-0.457543,661
0.87732,-0.484837,662
0.817713,-0.493934,663
0.764584,-0.486683,664
0.726723,-0.479098,665
0.688787,-0.463567,666
1.02259,-0.00282169,667
1.02444,-0.008686,668
1.02722,-0.0140418,669
1.03128,-0.0201144,670
1.03647,-0.0258767,671
1.0422,-0.0327085,672
1.04951,-0.0400077,673
1.05719,-0.0476199,674
1.06585,-0.0570283,675
1.075,-0.0675301,676
1.08469,-0.0801213,677
1.09431,-0.0949691,678
1.10353,-0.113113,679
1.11179,-0.134235,680
1.11795,-0.159762,681
1.12133,-0.18828,682
1.12062,-0.220546,683
1.11594,-0.255717,684
1.10578,-0.293623,685
1.09018,-0.333421,686
1.06787,-0.374189,687
1.03802,-0.414395,688
1.00223,-0.452468,689
0.959653,-0.48244,690
0.909947,-0.499647,691
0.858114,-0.51589,692
0.803497,-0.537855,693
0.733493,-0.542109,694
0.665651,-0.530018,695
1.02321,-0.00281387,696
1.02466,-0.00870317,697
1.02747,-0.0140471,698
1.03178,-0.0200449,699
1.03717,-0.0257932,700
1.04316,-0.032815,701
1.05054,-0.0402039,702
1.05831,-0.0472534,703
1.06717,-0.0562901,704
1.07668,-0.0661348,705
1.08678,-0.0788833,706
1.09742,-0.0937141,707
1.10758,-0.112261,708
1.11719,-0.133241,709
1.12506,-0.159221,710
1.13013,-0.188096,711
1.13156,-0.221907,712
1.12957,-0.258919,713
1.12254,-0.299114,714
1.10952,-0.342242,715
1.09004,-0.387359,716
1.06304,-0.433588,717
1.02797,-0.479702,718
0.981591,-0.528185,719
0.923684,-0.580769,720
0.85597,-0.62821,721
0.773264,-0.64374,722
0.693678,-0.636923,723
0.634388,-0.628499,724
1.02337,-0.00279614,725
1.02522,-0.00868439,726
1.0281,-0.0140453,727
1.03236,-0.020009,728
1.0376,-0.0257691,729
1.04371,-0.0330094,730
1.05097,-0.0397286,731
1.05917,-0.0470538,732
1.06831,-0.0559869,733
1.07821,-0.0657015,734
1.08901,-0.0780069,735
1.10033,-0.0923148,736
1.11147,-0.110766,737
1.12209,-0.132359,738
1.13151,-0.158301,739
1.13851,-0.187498,740
1.14227,-0.222327,741
1.14213,-0.260915,742
1.13783,-0.302525,743
1.12832,-0.348429,744
1.11219,-0.397573,745
1.08862,-0.449441,746
1.05649,-0.502654,747
1.01776,-0.557172,748
0.968235,-0.60276,749
0.903055,-0.629874,750
0.835108,-0.666547,751
0.750991,-0.719738,752
0.632607,-0.723241,753
1.02371,-0.00278936,754
1.02537,-0.00867669,755
1.02829,-0.0140427,756
1.03274,-0.0199796,757
1.03802,-0.0257245,758
1.04431,-0.0328063,759
1.05178,-0.0393445,760
1.05988,-0.0468936,761
1.06929,-0.0554719,762
1.07952,-0.0652406,763
1.0908,-0.0771976,764
1.10269,-0.0914185,765
1.11473,-0.109643,766
1.12649,-0.130898,767
1.1373,-0.156891,768
1.14588,-0.186755,769
1.15158,-0.221677,770
1.15411,-0.261261,771
1.15239,-0.305205,772
1.14589,-0.352914,773
1.13332,-0.405244,774
1.11403,-0.461549,775
1.08674,-0.520289,776
1.05063,-0.583331,777
0.999214,-0.654461,778
0.926828,-0.739679,779
0.846776,-0.833212,780
0.723349,-0.87152,781
0.57147,-0.858062,782
1.02395,-0.00279754,783
1.02568,-0.00869124,784
1.02865,-0.0140426,785
1.03298,-0.0199432,786
1.03858,-0.0257205,787
1.04483,-0.0324288,788
1.0522,-0.0390086,789
1.06078,-0.0465531,790
1.07018,-0.0549571,791
1.0807,-0.0644665,792
1.09232,-0.076168,793
1.105,-0.0903805,794
1.11764,-0.10825,795
1.13028,-0.129351,796
1.14243,-0.155468,797
1.15247,-0.186027,798
1.16026,-0.221368,799
1.16479,-0.261245,800
1.16568,-0.306446,801
1.16218,-0.356143,802
1.15336,-0.410498,803
1.1387,-0.47037,804
1.11625,-0.534638,805
1.08451,-0.603936,806
1.05013,-0.685089,807
0.996875,-0.753293,808
0.916467,-0.788894,809
0.826839,-0.885198,810
0.667576,-1.01827,811
1.02418,-0.00280319,812
1.02588,-0.00869426,813
1.02889,-0.0140289,814
1.0334,-0.0199126,815
1.03894,-0.0256671,816
1.04516,-0.032008,817
1.05268,-0.0386073,818
1.06116,-0.0459407,819
1.07098,-0.0547083,820
1.08161,-0.0639984,821
1.09367,-0.0752072,822
1.1066,-0.0894495,823
1.12011,-0.106851,824
1.13369,-0.128343,825
1.14694,-0.153994,826
1.15853,-0.18487,827
1.16779,-0.220454,828
1.17441,-0.260789,829
1.17781,-0.306626,830
1.17728,-0.357657,831
1.17159,-0.414042,832
1.16108,-0.476258,833
1.14528,-0.544804,834
1.11975,-0.617094,835
1.09172,-0.704075,836
1.03874,-0.799333,837
0.956254,-0.927151,838
0.877639,-1.13299,839
0.617012,-1.16753,840
0.998665,-0.00117658,841
0.998733,-0.00103409,842
0.998747,-0.000847381,843
0.998684,-0.00075617,844
0.998446,-0.000590721,845
0.997893,-0.000480286,846
0.997449,-0.000331958,847
0.996647,-0.000217843,848
0.99547,-7.49255e-05,849
0.993935,3.11625e-05,850
0.992465,0.000178329,851
0.990627,0.000243627,852
0.988575,0.0003482,853
0.986536,0.000376512,854
0.984506,0.000433248,855
0.982679,0.000404685,856
0.981402,0.000412304,857
0.980436,0.000337881,858
0.979898,0.000313431,859
0.997276,-0.0040626,860
0.99708,-0.00393756,861
0.997047,-0.00387166,862
0.997214,-0.00374738,863
0.997758,-0.00371471,864
0.998115,-0.00356764,865
0.998756,-0.00343416,866
0.999368,-0.00332638,867
1.00073,-0.00319192,868
1.00206,-0.00309677,869
1.00394,-0.00295362,870
1.00608,-0.00287687,871
1.00876,-0.00270236,872
1.01121,-0.00260495,873
1.01388,-0.00235405,874
1.01617,-0.00206994,875
1.01806,-0.00184439,876
1.01929,-0.00149606,877
1.01983,-0.00120307,878
0.993687,-0.0104401,879
0.993694,-0.01002,880
0.993659,-0.00968614,881
0.993648,-0.00937194,882
0.993571,-0.00895593,883
0.993067,-0.0086095,884
0.992719,-0.0082339,885
0.991891,-0.00777248,886
0.99095,-0.00740679,887
0.989755,-0.00701934,888
0.988088,-0.00655538,889
0.986419,-0.00622383,890
0.984012,-0.00589156,891
0.981792,-0.0055161,892
0.979533,-0.0052668,893
0.977052,-0.00504921,894
0.975429,-0.00480906,895
0.97404,-0.00469328,896
0.973737,-0.0044247,897
0.989937,-0.0153643,898
0.989744,-0.0150484,899
0.989711,-0.0148422,900
0.989756,-0.0144674,901
0.989748,-0.014223,902
0.989712,-0.0138792,903
0.989963,-0.0136353,904
0.990661,-0.0133482,905
0.991608,-0.0130298,906
0.99281,-0.0127696,907
0.994638,-0.0124971,908
0.996901,-0.0121032,909
0.999535,-0.0117472,910
1.00211,-0.0113202,911
1.00503,-0.0107272,912
1.00777,-0.0102546,913
1.00984,-0.00965692,914
1.0109,-0.00897488,915
1.01112,-0.00837148,916
0.984418,-0.0237881,917
0.984474,-0.0231343,918
0.984346,-0.022535,919
0.983924,-0.0218134,920
0.983731,-0.0211047,921
0.983474,-0.0204308,922
0.982921,-0.0197248,923
0.982585,-0.0190947,924
0.981732,-0.0183496,925
0.980561,-0.0176733,926
0.978835,-0.0169412,927
0.976685,-0.0161961,928
0.973961,-0.0155277,929
0.970896,-0.0148293,930
0.967889,-0.0141711,931
0.965156,-0.0136604,932
0.962865,-0.0129448,933
0.961128,-0.0125205,934
0.960449,-0.0118873,935
0.978472,-0.02714,936
0.977848,-0.026533,937
0.977432,-0.0261086,938
0.976799,-0.0255828,939
0.976586,-0.0250486,940
0.976548,-0.0245853,941
0.976448,-0.0238643,942
0.976724,-0.0233946,943
0.977516,-0.0226359,944
0.978493,-0.0220963,945
0.979708,-0.0214429,946
0.98152,-0.0207521,947
0.98373,-0.0201119,948
0.986537,-0.019324,949
0.989418,-0.0185829,950
0.991867,-0.0177491,951
0.994277,-0.0168213,952
0.995376,-0.0158778,953
0.995289,-0.0148661,954
0.970528,-0.0375756,955
0.970367,-0.036486,956
0.970159,-0.0355205,957
0.969546,-0.0344192,958
0.969243,-0.0333815,959
0.968682,-0.0322531,960
0.968372,-0.0310721,961
0.967613,-0.0299462,962
0.96677,-0.0287186,963
0.965655,-0.0276329,964
0.963842,-0.0264282,965
0.961693,-0.0252815,966
0.958809,-0.0240576,967
0.955575,-0.0228693,968
0.95199,-0.0217291,969
0.948822,-0.0206512,970
0.946072,-0.0196198,971
0.944222,-0.0186313,972
0.943636,-0.017664,973
0.962369,-0.0414004,974
0.961324,-0.0406589,975
0.960352,-0.0399262,976
0.95939,-0.0389717,977
0.95875,-0.0380713,978
0.95839,-0.0370034,979
0.957905,-0.0360459,980
0.957713,-0.0349652,981
0.957675,-0.0338746,982
0.957881,-0.0328442,983
0.958661,-0.031737,984
0.959881,-0.0306889,985
0.961891,-0.0294656,986
0.96457,-0.0282197,987
0.967271,-0.0270797,988
0.969725,-0.0257441,989
0.971996,-0.0243556,990
0.973092,-0.0228989,991
0.972806,-0.0214039,992
0.952672,-0.0545714,993
0.952208,-0.0529868,994
0.951424,-0.0512907,995
0.950445,-0.049609,996
0.949423,-0.0480052,997
0.948481,-0.0463161,998
0.947444,-0.0446021,999
0.946552,-0.0429562,1000
0.945568,-0.0411484,1001
0.944295,-0.0395559,1002
0.942605,-0.0377422,1003
0.940558,-0.0360326,1004
0.937953,-0.0341127,1005
0.934941,-0.0323576,1006
0.931312,-0.0305819,1007
0.927528,-0.0287221,1008
0.924519,-0.027061,1009
0.922105,-0.0253538,1010
0.921223,-0.0237512,1011
0.941299,-0.0608045,1012
0.940034,-0.0595247,1013
0.938516,-0.0582575,1014
0.937346,-0.0568138,1015
0.936358,-0.0555414,1016
0.935319,-0.0540013,1017
0.934401,-0.0525569,1018
0.933469,-0.0509012,1019
0.93287,-0.0492742,1020
