Ux,Uy
0.268090,-0.003067
0.689081,-0.015423
1.055350,-0.012847
1.302370,-0.001735
1.417010,0.007422
1.454380,0.011742
1.462160,0.013753
1.462730,0.014332
1.462620,0.014955
1.463510,0.015613
1.466240,0.016127
1.469920,0.016759
1.473470,0.017073
1.471280,0.018205
1.441760,0.020521
1.336220,0.025958
1.091540,0.029847
0.715049,0.023786
0.275352,0.003634
0.277064,-0.003243
0.694708,-0.016174
1.048440,-0.015493
1.291800,-0.005874
1.410100,0.002927
1.451200,0.007978
1.460490,0.010697
1.461360,0.012909
1.461100,0.015181
1.462210,0.017369
1.464720,0.019472
1.468790,0.021585
1.472230,0.023240
1.469210,0.025430
1.437800,0.028504
1.331480,0.032735
1.093310,0.034143
0.729318,0.025432
0.288336,0.004002
0.289588,-0.004175
0.703220,-0.018200
1.044010,-0.019585
1.282350,-0.011763
1.402820,-0.002705
1.446750,0.003181
1.457410,0.007542
1.458240,0.011414
1.458130,0.015238
1.459060,0.019493
1.461910,0.023312
1.466100,0.027188
1.469790,0.030409
1.466090,0.033739
1.433990,0.037460
1.328740,0.041020
1.098690,0.039691
0.748345,0.027527
0.305518,0.004739
0.299595,-0.005904
0.711610,-0.023773
1.041130,-0.026817
1.273070,-0.020107
1.394470,-0.010138
1.440850,-0.002353
1.452580,0.003779
1.453530,0.009356
1.453110,0.015102
1.453990,0.021332
1.457000,0.027157
1.461480,0.033140
1.465740,0.038331
1.461990,0.043458
1.429930,0.048158
1.327220,0.051403
1.106510,0.047908
0.766932,0.032986
0.318987,0.006856
0.325497,-0.007406
0.726997,-0.032833
1.039840,-0.038469
1.263480,-0.031935
1.384630,-0.020444
1.432670,-0.010287
1.445870,-0.001461
1.446770,0.006353
1.445900,0.014624
1.446730,0.023204
1.449900,0.031633
1.454710,0.039826
1.459420,0.047517
1.455860,0.054849
1.424990,0.061206
1.326600,0.065598
1.117960,0.060468
0.794708,0.041859
0.349575,0.006424
0.338083,-0.024310
0.740460,-0.049089
1.037770,-0.055507
1.252430,-0.046691
1.372500,-0.032699
1.421790,-0.019710
1.435900,-0.007892
1.437090,0.003041
1.436210,0.014030
1.436770,0.025103
1.440230,0.036332
1.445470,0.047284
1.450590,0.058042
1.447830,0.068262
1.418340,0.076838
1.325400,0.082474
1.129460,0.077577
0.820784,0.054473
0.360983,0.024426
0.523891,0.596458
1.167920,0.935832
1.322450,0.902710
1.308690,0.757511
1.283480,0.611264
1.271470,0.506193
1.255090,0.421207
1.234590,0.348571
1.214020,0.289026
1.192940,0.239685
1.171660,0.199222
1.150850,0.166773
1.131600,0.141328
1.114200,0.121516
1.098600,0.106576
1.085670,0.095077
1.075180,0.086556
1.066520,0.079412
1.059970,0.073422
1.055090,0.066655
1.050370,0.060941
1.046790,0.053845
1.042890,0.046857
1.039400,0.039985
1.036120,0.033058
1.032960,0.026083
1.030270,0.018013
1.028070,0.011147
1.026750,0.003155
-0.190747,-0.012412
0.845308,0.626021
1.364470,0.812972
1.399530,0.729919
1.345980,0.597125
1.315790,0.497387
1.285860,0.412198
1.257300,0.340083
1.230860,0.282208
1.205260,0.233682
1.180410,0.194253
1.157230,0.162629
1.136010,0.137937
1.117020,0.119052
1.100720,0.104721
1.087060,0.093977
1.076030,0.085929
1.067280,0.078980
1.060410,0.072920
1.055360,0.066634
1.051120,0.060787
1.046970,0.054285
1.043260,0.047305
1.040120,0.040010
1.036380,0.033045
1.033300,0.026078
1.030630,0.018015
1.028270,0.011027
1.027120,0.003165
-0.095758,-0.062116
0.474677,0.266229
1.269240,0.670489
1.447030,0.676850
1.406570,0.573558
1.358830,0.482144
1.315710,0.398762
1.279920,0.329983
1.247390,0.273313
1.217220,0.226239
1.189160,0.187982
1.163340,0.157373
1.140240,0.134161
1.120020,0.116420
1.102730,0.102770
1.088350,0.092896
1.077050,0.085306
1.068150,0.078600
1.061290,0.072528
1.056150,0.066573
1.051380,0.060962
1.047750,0.054684
1.044060,0.047707
1.040360,0.040479
1.037040,0.033060
1.033650,0.026082
1.031080,0.018012
1.028580,0.011236
1.027200,0.003158
-0.225447,-0.013389
0.157863,0.050533
1.116220,0.524503
1.451750,0.603783
1.458740,0.542663
1.397950,0.459976
1.344500,0.381695
1.301870,0.317300
1.263250,0.262530
1.228960,0.217574
1.197400,0.181095
1.169090,0.151933
1.144070,0.129696
1.122600,0.112963
1.104570,0.100262
1.089620,0.091252
1.077660,0.084253
1.068670,0.078258
1.061600,0.072269
1.056370,0.066610
1.052110,0.060703
1.048040,0.054806
1.044330,0.047891
1.041140,0.040887
1.037240,0.033035
1.034210,0.026082
1.031340,0.018014
1.028950,0.011002
1.027600,0.003157
-0.138502,0.018832
0.000953,-0.032054
0.920240,0.378092
1.424700,0.521985
1.499020,0.504262
1.432220,0.432064
1.371840,0.362231
1.322190,0.302348
1.278440,0.250680
1.239850,0.208294
1.205450,0.173845
1.174720,0.146086
1.147730,0.125198
1.125050,0.109933
1.106100,0.098405
1.090760,0.089582
1.078690,0.083431
1.069540,0.077279
1.062470,0.072298
1.057210,0.066472
1.052350,0.060690
1.048750,0.054888
1.045130,0.047922
1.041310,0.041054
1.037940,0.033069
1.034390,0.026084
1.031720,0.017987
1.029150,0.011022
1.027780,0.003166
-0.157779,0.029303
-0.107022,-0.028511
0.705924,0.245389
1.377580,0.447655
1.521380,0.459510
1.462480,0.399799
1.397700,0.340523
1.341200,0.285060
1.292600,0.237725
1.250370,0.198328
1.212820,0.165682
1.179800,0.140120
1.151190,0.120885
1.127370,0.106518
1.107760,0.095963
1.091750,0.088605
1.079230,0.082092
1.069890,0.077161
1.062830,0.072050
1.057540,0.066669
1.053080,0.061129
1.049010,0.054766
1.045300,0.047991
1.041990,0.041082
1.038120,0.032944
1.034940,0.026085
1.032150,0.018031
1.029440,0.011481
1.028190,0.003160
-0.139167,0.021792
-0.141251,-0.024885
0.530022,0.133803
1.315720,0.379890
1.526350,0.408313
1.489680,0.366867
1.420200,0.316873
1.357720,0.265917
1.305830,0.223553
1.259920,0.186469
1.219760,0.157194
1.184660,0.133569
1.154330,0.115902
1.129340,0.102814
1.108850,0.093643
1.092670,0.086757
1.080210,0.080947
1.070580,0.076660
1.063580,0.072257
1.058230,0.066415
1.053330,0.061517
1.049790,0.054984
1.045990,0.047878
1.042220,0.041076
1.038610,0.033155
1.035200,0.026074
1.032380,0.017903
1.029860,0.011885
1.028490,0.003156
-0.141003,0.006733
-0.157100,-0.012816
0.386279,0.055711
1.236270,0.315058
1.520490,0.355126
1.512610,0.333497
1.439560,0.290339
1.373150,0.245379
1.317720,0.207856
1.268680,0.174596
1.225880,0.148029
1.188910,0.126728
1.157220,0.110724
1.131290,0.099230
1.110190,0.091023
1.093420,0.085013
1.080600,0.080266
1.071000,0.076508
1.063940,0.072244
1.058550,0.066393
1.054050,0.061674
1.050100,0.054747
1.046230,0.048102
1.042910,0.041066
1.039000,0.032912
1.035440,0.026084
1.032730,0.018099
1.029970,0.012048
1.028730,0.003171
-0.135208,-0.003413
-0.155258,-0.000117
0.275095,0.015786
1.146630,0.255338
1.508440,0.305244
1.529990,0.299323
1.455400,0.262144
1.386660,0.224021
1.328340,0.191368
1.276430,0.161913
1.231450,0.138091
1.192770,0.119401
1.159830,0.105413
1.132930,0.095379
1.111230,0.088199
1.094000,0.083232
1.081210,0.079577
1.071370,0.075788
1.064560,0.071774
1.059130,0.066814
1.054320,0.061704
1.050880,0.054755
1.046930,0.047870
1.043130,0.041035
1.039310,0.032921
1.036060,0.026088
1.033140,0.017852
1.030400,0.012081
1.029080,0.003179
-0.134068,-0.009144
-0.153701,0.011963
0.197271,0.003543
1.059740,0.201172
1.493020,0.261107
1.541420,0.265044
1.468960,0.233269
1.398690,0.202218
1.337340,0.174074
1.283310,0.148237
1.236620,0.127861
1.196140,0.111704
1.161880,0.099744
1.134410,0.091443
1.111970,0.085900
1.094690,0.081431
1.081500,0.078687
1.071990,0.075469
1.064920,0.071323
1.059530,0.067205
1.055080,0.061684
1.051180,0.055208
1.047160,0.047886
1.043810,0.041074
1.040000,0.033372
1.036270,0.026088
1.033360,0.017876
1.030610,0.012082
1.029290,0.003179
-0.134860,-0.010302
-0.154084,0.018182
0.147893,0.000510
0.980570,0.150792
1.474940,0.221333
1.548230,0.230114
1.480530,0.204585
1.408960,0.179525
1.345170,0.155729
1.289420,0.134480
1.240620,0.116756
1.198840,0.103399
1.163760,0.093596
1.135410,0.087068
1.112770,0.082973
1.095120,0.080147
1.081810,0.077688
1.072290,0.074778
1.065260,0.071165
1.059850,0.067357
1.055350,0.061730
1.051940,0.055620
1.047920,0.048349
1.044010,0.040930
1.040200,0.033781
1.036840,0.026104
1.033700,0.018325
1.031060,0.012079
1.029570,0.003192
-0.137234,-0.008787
-0.157069,0.018726
0.118820,-0.001179
0.909146,0.103720
1.455080,0.185597
1.551180,0.195121
1.490360,0.175746
1.416990,0.156400
1.351380,0.137050
1.294260,0.119846
1.244320,0.105640
1.201210,0.095027
1.165070,0.087535
1.136190,0.083012
1.113050,0.079965
1.095350,0.078361
1.082140,0.076645
1.072660,0.074291
1.065760,0.071030
1.060570,0.067381
1.056100,0.061602
1.052180,0.055764
1.048200,0.048755
1.044670,0.041141
1.040890,0.033948
1.037090,0.026108
1.034110,0.018718
1.031400,0.012074
1.029980,0.003202
-0.139898,-0.006541
-0.159949,0.015269
0.104979,-0.003398
0.848576,0.062839
1.432860,0.152955
1.552170,0.160891
1.498190,0.147831
1.423300,0.132992
1.356460,0.118208
1.298400,0.105182
1.246790,0.094245
1.202880,0.086783
1.166060,0.081178
1.136680,0.078993
1.113460,0.077382
1.095590,0.076342
1.082330,0.075579
1.072980,0.073929
1.066040,0.071113
1.060800,0.067396
1.056360,0.061824
1.052890,0.055854
1.048950,0.048917
1.044950,0.040896
1.041070,0.033988
1.037390,0.026096
1.034330,0.018886
1.031680,0.012073
1.030080,0.003192
-0.142189,-0.004191
-0.161185,0.009561
0.100518,-0.005574
0.798288,0.032290
1.409500,0.122621
1.551770,0.128101
1.504360,0.120746
1.427540,0.109556
1.360160,0.099047
1.301210,0.090001
1.248640,0.082248
1.204130,0.078250
1.166740,0.075130
1.136810,0.074221
1.113440,0.074561
1.095390,0.074941
1.082550,0.074615
1.073140,0.073097
1.066320,0.070890
1.061510,0.067381
1.057110,0.061574
1.053130,0.055725
1.049270,0.048955
1.045510,0.040903
1.041550,0.033988
1.037920,0.026094
1.034670,0.018926
1.032060,0.012066
1.030500,0.003188
-0.142905,-0.002628
-0.160297,0.002046
0.100980,-0.009042
0.758648,0.011632
1.387160,0.094723
1.550850,0.096879
1.508700,0.093967
1.430630,0.085494
1.362840,0.079354
1.303080,0.074472
1.249860,0.070753
1.204610,0.069372
1.166840,0.069205
1.136710,0.069921
1.113360,0.071858
1.095650,0.073155
1.082610,0.073483
1.073510,0.072785
1.066720,0.071122
1.061720,0.067378
1.057360,0.061553
1.053840,0.055944
1.049960,0.048924
1.045930,0.041348
1.041950,0.033981
1.038260,0.026100
1.035070,0.018932
1.032310,0.012060
1.030710,0.003192
-0.141396,-0.001777
-0.157369,-0.007185
0.103777,-0.015737
0.726763,-0.002702
1.367680,0.068044
1.549930,0.067871
1.511650,0.067699
1.432390,0.061768
1.363920,0.060019
1.303790,0.058940
1.249960,0.059222
1.204430,0.060488
1.166470,0.062496
1.136060,0.065669
1.112870,0.068664
1.095290,0.071145
1.082600,0.072688
1.073480,0.072693
1.066790,0.071138
1.062230,0.067392
1.058100,0.061989
1.054090,0.055708
1.050340,0.048970
1.046290,0.041749
1.042290,0.033987
1.038610,0.026089
1.035290,0.018931
1.032650,0.012053
1.031140,0.003180
-0.134789,-0.001639
-0.149891,-0.017607
0.106762,-0.027506
0.700904,-0.016030
1.351840,0.043280
1.548990,0.040247
1.513640,0.042185
1.432730,0.038581
1.364050,0.040367
1.303280,0.043577
1.249620,0.047151
1.203820,0.051317
1.165660,0.056186
1.135520,0.061173
1.112290,0.065443
1.095120,0.069864
1.082320,0.071559
1.073390,0.071971
1.067170,0.070658
1.062560,0.067397
1.058360,0.062366
1.054850,0.055721
1.050840,0.048833
1.047030,0.041894
1.043030,0.033995
1.039170,0.026095
1.035630,0.018934
1.033050,0.012061
1.031450,0.003170
-0.124634,-0.000020
-0.136797,-0.027482
0.110111,-0.042879
0.678272,-0.033508
1.339450,0.020765
1.548450,0.014053
1.514290,0.017364
1.432500,0.015342
1.362670,0.021153
1.301820,0.027798
1.248080,0.034980
1.202460,0.042620
1.164580,0.049966
1.134480,0.056762
1.111480,0.063179
1.094490,0.067982
1.082260,0.070423
1.073400,0.071748
1.067290,0.070250
1.062840,0.067378
1.059090,0.062585
1.055150,0.056172
1.051430,0.049036
1.047280,0.041916
1.043260,0.033997
1.039360,0.026104
1.036030,0.018923
1.033280,0.012007
1.031670,0.003180
-0.118762,0.016779
-0.112526,-0.031316
0.117748,-0.057356
0.656896,-0.058187
1.327120,0.000487
1.550150,-0.010564
1.514640,-0.007415
1.430980,-0.007668
1.360070,0.002367
1.299310,0.012512
1.245950,0.022798
1.200390,0.033299
1.162910,0.043605
1.133250,0.052594
1.110320,0.060357
1.093910,0.066319
1.081950,0.070014
1.073240,0.071594
1.067650,0.070081
1.063300,0.067456
1.059310,0.062489
1.055890,0.056587
1.051640,0.048809
1.048030,0.041910
1.044030,0.034002
1.039910,0.026089
1.036250,0.018936
1.033620,0.012142
1.032060,0.003179
1.028690,-0.002847
1.030440,-0.008378
1.033680,-0.013530
1.038810,-0.018842
1.044920,-0.023659
1.052010,-0.028727
1.060300,-0.033934
1.069960,-0.038706
1.081020,-0.042866
1.094490,-0.046853
1.110480,-0.050747
1.130190,-0.055064
1.154320,-0.059481
1.183130,-0.065760
1.217470,-0.075553
1.257120,-0.088674
1.302070,-0.107094
1.351250,-0.130376
1.403260,-0.159701
1.455810,-0.192122
1.507220,-0.226248
1.540970,-0.256931
1.465570,-0.264415
1.073700,-0.221997
0.291566,-0.119575
-0.260197,-0.147978
-0.377323,-0.276319
-0.343169,-0.369483
-0.242810,-0.426107
1.028920,-0.002857
1.030660,-0.007988
1.034090,-0.013109
1.038960,-0.018771
1.045100,-0.023771
1.052430,-0.028656
1.060720,-0.033756
1.070200,-0.038347
1.081510,-0.042290
1.094740,-0.045602
1.110800,-0.049278
1.130560,-0.052818
1.154800,-0.056536
1.184080,-0.061827
1.218950,-0.070061
1.259620,-0.081873
1.305570,-0.098509
1.356540,-0.120310
1.410450,-0.146922
1.464940,-0.178218
1.517250,-0.211797
1.548560,-0.242531
1.459220,-0.253331
1.043990,-0.219537
0.279129,-0.149241
-0.194573,-0.234851
-0.287176,-0.384631
-0.275472,-0.501970
-0.216716,-0.584963
1.028980,-0.002872
1.030800,-0.007828
1.034260,-0.012920
1.039380,-0.018878
1.045490,-0.023546
1.052540,-0.028384
1.060940,-0.033483
1.070500,-0.038008
1.081690,-0.041589
1.095210,-0.044484
1.111190,-0.048074
1.130880,-0.050915
1.155250,-0.053296
1.185120,-0.057451
1.220610,-0.064486
1.261940,-0.074218
1.309580,-0.088840
1.361650,-0.108526
1.417410,-0.133734
1.473990,-0.163472
1.527630,-0.196632
1.557080,-0.228602
1.455710,-0.243675
1.023050,-0.221642
0.290569,-0.189699
-0.111387,-0.315112
-0.195802,-0.467456
-0.210838,-0.582172
-0.193546,-0.645666
1.029370,-0.002880
1.031290,-0.007784
1.034580,-0.012869
1.039670,-0.018658
1.045770,-0.023792
1.052980,-0.028603
1.061290,-0.033063
1.070960,-0.037675
1.082030,-0.041384
1.095420,-0.043851
1.111520,-0.046232
1.131190,-0.048671
1.155540,-0.050155
1.185770,-0.053180
1.221740,-0.057868
1.264170,-0.066653
1.312500,-0.078836
1.366540,-0.096093
1.424200,-0.119140
1.482990,-0.147346
1.538410,-0.180129
1.566310,-0.213737
1.455660,-0.235211
1.012840,-0.227489
0.323314,-0.232979
-0.018231,-0.379046
-0.104098,-0.520575
-0.144467,-0.622885
-0.165965,-0.672243
1.029470,-0.002884
1.031330,-0.007781
1.034720,-0.012845
1.039910,-0.018916
1.046020,-0.023732
1.053170,-0.028551
1.061690,-0.032415
1.071100,-0.036697
1.082170,-0.040508
1.095620,-0.043182
1.111780,-0.044861
1.131350,-0.046127
1.155810,-0.046510
1.186020,-0.048863
1.222820,-0.051860
1.265890,-0.057890
1.315650,-0.067939
1.370930,-0.082834
1.430530,-0.104082
1.491910,-0.130842
1.549640,-0.162798
1.577640,-0.198317
1.460650,-0.226580
1.015050,-0.235277
0.372481,-0.273686
0.074831,-0.430072
-0.022109,-0.558206
-0.090910,-0.647742
-0.147389,-0.686551
1.029770,-0.002888
1.031600,-0.007800
1.035170,-0.012837
1.040260,-0.018796
1.046360,-0.023242
1.053620,-0.028002
1.061890,-0.032455
1.071580,-0.036634
1.082640,-0.039517
1.095730,-0.042250
1.111920,-0.042946
1.131520,-0.043281
1.155840,-0.043570
1.186400,-0.044090
1.223390,-0.044838
1.267280,-0.048831
1.317990,-0.056338
1.375240,-0.069090
1.436970,-0.087688
1.500640,-0.112519
1.561460,-0.143369
1.590590,-0.181312
1.471030,-0.217119
1.029190,-0.242824
0.434799,-0.309042
0.167853,-0.468341
0.054491,-0.585252
-0.041682,-0.665617
-0.129704,-0.699785
1.029830,-0.002888
1.031700,-0.007810
1.035440,-0.012835
1.040430,-0.018255
1.046540,-0.022804
1.054000,-0.027688
1.062270,-0.032399
1.071730,-0.036091
1.082810,-0.039226
1.095890,-0.041113
1.111830,-0.041548
1.131260,-0.041144
1.155860,-0.039999
1.186260,-0.038775
1.223500,-0.038238
1.268070,-0.039725
1.319920,-0.044376
1.378780,-0.054454
1.442610,-0.069711
1.509460,-0.092227
1.574060,-0.122787
1.605970,-0.162029
1.487380,-0.205557
1.055610,-0.248187
0.507670,-0.336619
0.259483,-0.495696
0.126350,-0.603407
0.004413,-0.679269
-0.110272,-0.713232
1.030280,-0.002904
1.032100,-0.007792
1.035640,-0.012811
1.040760,-0.017876
1.046890,-0.022757
1.054260,-0.027310
1.062700,-0.031662
1.072230,-0.035919
1.083050,-0.038196
1.096050,-0.040143
1.111870,-0.039607
1.131270,-0.039007
1.155450,-0.036589
1.185920,-0.033498
1.223690,-0.030978
1.268390,-0.030129
1.321380,-0.032082
1.381630,-0.038500
1.447840,-0.050626
1.517690,-0.070522
1.586880,-0.099728
1.623150,-0.140237
1.510120,-0.191237
1.092720,-0.249599
0.587904,-0.355448
0.349666,-0.512308
0.195949,-0.614677
0.050774,-0.688944
-0.086078,-0.725543
1.030410,-0.002875
1.032310,-0.007790
1.036000,-0.012793
1.041130,-0.017744
1.047300,-0.022490
1.054730,-0.027629
1.062900,-0.031571
1.072410,-0.035068
1.083160,-0.037419
1.096150,-0.038796
1.111490,-0.038211
1.130860,-0.036039
1.155150,-0.032682
1.185430,-0.027690
1.222770,-0.023698
1.268210,-0.019465
1.321710,-0.019000
1.383510,-0.021420
1.451930,-0.030199
1.525340,-0.046974
1.599740,-0.073676
1.642650,-0.113935
1.538850,-0.172960
1.140590,-0.243579
0.675247,-0.365114
0.439651,-0.518900
0.266309,-0.618415
0.100811,-0.693075
-0.053808,-0.735176
1.030750,-0.002972
1.032500,-0.007808
1.036070,-0.012816
1.041290,-0.017728
1.047520,-0.022808
1.054840,-0.027367
1.063270,-0.031335
1.072780,-0.034855
1.083370,-0.036818
1.096110,-0.038014
1.111410,-0.036443
1.130390,-0.033899
1.154170,-0.028822
1.184310,-0.022684
1.222040,-0.015560
1.267460,-0.009022
1.321830,-0.004576
1.384390,-0.003621
1.455490,-0.007892
1.532110,-0.021036
1.612180,-0.045035
1.664020,-0.084692
1.572950,-0.148813
1.197560,-0.229530
0.767991,-0.362842
0.529618,-0.513804
0.338311,-0.613121
0.155756,-0.689996
-0.013504,-0.739614
1.030860,-0.002756
1.032840,-0.007807
1.036530,-0.012766
1.041680,-0.017680
1.047920,-0.022558
1.055420,-0.026896
1.063660,-0.030524
1.072890,-0.033996
1.083650,-0.036317
1.096100,-0.036758
1.110980,-0.034739
1.129870,-0.031142
1.153450,-0.025459
1.183220,-0.016908
1.220040,-0.007549
1.265520,0.001996
1.320470,0.010351
1.384470,0.015291
1.457190,0.014760
1.537810,0.007306
1.624240,-0.012872
1.686860,-0.050132
1.611200,-0.117990
1.262670,-0.205675
0.865599,-0.347851
0.621549,-0.495426
0.414203,-0.596850
0.217860,-0.677817
0.036795,-0.735203
1.031330,-0.003123
1.032890,-0.007804
1.036690,-0.012842
1.042060,-0.017759
1.048310,-0.021970
1.055490,-0.026351
1.063860,-0.030512
1.073400,-0.033740
1.083790,-0.035000
1.095870,-0.035118
1.110620,-0.033560
1.128830,-0.028687
1.151660,-0.021183
1.180960,-0.011446
1.218030,0.000595
1.263310,0.012705
1.318270,0.025256
1.382990,0.034953
1.457960,0.040028
1.542090,0.037927
1.635250,0.022449
1.709870,-0.011118
1.652380,-0.078704
1.334470,-0.170917
0.966953,-0.318147
0.715538,-0.462386
0.495880,-0.566932
0.288687,-0.652639
0.098451,-0.717325
1.031580,-0.002832
1.033340,-0.007818
1.037210,-0.012628
1.042200,-0.017522
1.048520,-0.021593
1.055840,-0.026564
1.064220,-0.030243
1.073450,-0.032865
1.083850,-0.034089
1.095910,-0.033711
1.110390,-0.031315
1.128070,-0.026024
1.150380,-0.017095
1.178950,-0.005352
1.215000,0.008257
1.259420,0.024714
1.314580,0.040681
1.379870,0.055730
1.456070,0.066362
1.543940,0.071026
1.644580,0.062112
1.732550,0.033324
1.695160,-0.031253
1.410930,-0.124751
1.070110,-0.272377
0.812635,-0.413343
0.582554,-0.521327
0.367699,-0.611032
0.170133,-0.682107
1.031810,-0.002279
1.033490,-0.007839
1.037500,-0.012977
1.042580,-0.017869
1.048920,-0.021611
1.056360,-0.026355
1.064610,-0.029345
1.073780,-0.032631
1.083880,-0.033869
1.095770,-0.032591
1.109520,-0.029777
1.126680,-0.022979
1.148130,-0.013533
1.175820,0.000274
1.211250,0.016867
1.255380,0.036406
1.309560,0.057337
1.374890,0.077839
1.452410,0.094341
1.543130,0.105955
1.650830,0.104735
1.753380,0.081713
1.737340,0.025017
1.488780,-0.065570
1.174350,-0.209081
0.912855,-0.346175
0.676104,-0.456309
0.454926,-0.549800
0.252365,-0.626732
1.032160,-0.002022
1.034040,-0.007816
1.037830,-0.012619
1.042960,-0.017546
1.049400,-0.021376
1.056570,-0.025555
1.064690,-0.029467
1.073830,-0.031698
1.083870,-0.032745
1.095300,-0.031403
1.108960,-0.027796
1.125330,-0.020924
1.145990,-0.009548
1.172600,0.006102
1.206730,0.025673
1.249210,0.048922
1.302920,0.073722
1.367910,0.099557
1.445900,0.123759
1.539020,0.143019
1.654500,0.150434
1.770790,0.135336
1.777520,0.089080
1.565400,0.004947
1.276970,-0.129171
1.014780,-0.260938
0.773204,-0.371330
0.549274,-0.466841
0.343607,-0.547528
1.032210,-0.001970
1.034320,-0.007813
1.038200,-0.012044
1.043170,-0.016971
1.049480,-0.021722
1.057020,-0.025642
1.065220,-0.028863
1.074210,-0.031487
1.083820,-0.031938
1.095250,-0.030574
1.107850,-0.026468
1.123680,-0.018457
1.143140,-0.005175
1.168670,0.012041
1.201300,0.034609
1.242850,0.060427
1.294900,0.090730
1.358450,0.122849
1.436210,0.154372
1.531570,0.181730
1.653710,0.197869
1.782870,0.192325
1.811920,0.159165
1.637840,0.085567
1.375490,-0.034169
1.117040,-0.157142
0.874319,-0.265480
0.648515,-0.361316
0.441522,-0.443555
1.032700,-0.001964
1.034630,-0.007805
1.038380,-0.011789
1.043670,-0.016657
1.050180,-0.021323
1.057410,-0.025198
1.065350,-0.028608
1.074260,-0.030553
1.083720,-0.031701
1.094430,-0.029146
1.107030,-0.024773
1.121510,-0.015662
1.140030,-0.002309
1.163900,0.017338
1.195020,0.043034
1.234200,0.072999
1.284430,0.107843
1.346480,0.145683
1.423510,0.185254
1.520360,0.221413
1.648890,0.246954
1.789460,0.251990
1.839090,0.233332
1.702310,0.175740
1.467560,0.073972
1.216350,-0.036525
0.974999,-0.139174
0.750736,-0.232344
0.543854,-0.313363
1.032820,-0.001971
1.035000,-0.007851
1.038760,-0.011742
1.044100,-0.016693
1.050220,-0.020802
1.057650,-0.024703
1.065880,-0.027977
1.074480,-0.030329
1.083590,-0.030436
1.094250,-0.028533
1.106020,-0.023064
1.119760,-0.013528
1.136650,0.001676
1.158640,0.022878
1.187740,0.050397
1.224940,0.084447
1.272340,0.124737
1.331560,0.169169
1.406750,0.216463
1.504790,0.262412
1.638720,0.296971
1.788650,0.312839
1.856410,0.310157
1.754170,0.271907
1.547820,0.192081
1.310240,0.096851
1.073570,0.004678
0.851196,-0.082036
0.645996,-0.160309
1.033370,-0.001969
1.035190,-0.007645
1.039220,-0.011746
1.044330,-0.016479
1.050590,-0.020316
1.058090,-0.024252
1.066140,-0.027151
1.074480,-0.029408
1.083460,-0.030045
1.093450,-0.027945
1.104550,-0.021784
1.117140,-0.011024
1.132600,0.004899
1.152680,0.027717
1.179400,0.057921
1.213230,0.095985
1.257580,0.141069
1.313590,0.191662
1.386140,0.246947
1.484740,0.301969
1.623490,0.345824
1.780770,0.373337
1.862290,0.386451
1.790690,0.371025
1.613880,0.315386
1.393180,0.239056
1.166310,0.159233
0.948344,0.081563
0.747697,0.010541
1.033630,-0.001963
1.035640,-0.008048
1.039290,-0.011719
1.044790,-0.016886
1.051100,-0.020698
1.058560,-0.024509
1.066440,-0.027401
1.074730,-0.029273
1.083380,-0.029028
1.092790,-0.027325
1.103230,-0.020607
1.114580,-0.009482
1.128540,0.007642
1.146290,0.032373
1.170110,0.064695
1.200510,0.106400
1.240890,0.156730
1.292950,0.213861
1.361500,0.276487
1.459910,0.339667
1.602440,0.392390
1.764270,0.430386
1.854730,0.461410
1.809490,0.469272
1.661540,0.438561
1.460780,0.384812
1.247190,0.320949
1.038070,0.254985
0.844541,0.191350
1.033960,-0.001995
1.036030,-0.007567
1.039980,-0.011771
1.045300,-0.016437
1.051350,-0.020179
1.058660,-0.024060
1.066750,-0.026707
1.074880,-0.028372
1.083160,-0.028862
1.092260,-0.025876
1.101290,-0.019762
1.111710,-0.008007
1.123560,0.010507
1.139250,0.036204
1.159550,0.071363
1.185920,0.116110
1.221760,0.170764
1.268490,0.234517
1.333100,0.305189
1.430750,0.375136
1.575980,0.435394
1.739050,0.483812
1.833030,0.532273
1.809670,0.561538
1.689450,0.556542
1.510410,0.526159
1.312510,0.480512
1.116100,0.428765
0.931609,0.374789
1.034370,-0.002003
1.036250,-0.007007
1.039980,-0.011574
1.045400,-0.015836
1.051820,-0.019639
1.059380,-0.023318
1.066870,-0.026538
1.075240,-0.028144
1.083010,-0.027969
1.091240,-0.025411
1.099840,-0.018300
1.108330,-0.005929
1.118930,0.012625
1.131450,0.039695
1.148290,0.077100
1.170080,0.124962
1.200330,0.183183
1.241210,0.252903
1.300480,0.329786
1.397390,0.405800
1.544230,0.473353
1.704370,0.532460
1.797530,0.597529
1.791360,0.646375
1.695830,0.665127
1.539760,0.657824
1.360450,0.631648
1.178650,0.594684
1.006960,0.552182
1.034400,-0.001994
1.036740,-0.006829
1.040410,-0.011962
1.046080,-0.015713
1.052360,-0.019275
1.059420,-0.023439
1.067260,-0.025863
1.075100,-0.027546
1.082590,-0.027734
1.090620,-0.024670
1.097910,-0.017904
1.105520,-0.005550
1.113370,0.013848
1.122780,0.042424
1.135180,0.081271
1.152570,0.132156
1.176500,0.193931
1.210000,0.268908
1.264680,0.351442
1.360110,0.432123
1.506540,0.505363
1.660530,0.575768
1.748850,0.655867
1.755890,0.720341
1.681040,0.759783
1.547430,0.774100
1.389100,0.766732
1.225420,0.744902
1.068150,0.714662
1.035050,-0.002016
1.037240,-0.006848
1.040930,-0.011398
