Ux,Uy,p
0.998175,-0.081223,0.167060
0.975179,-0.078630,0.168309
0.963396,-0.077360,0.169502
0.962854,-0.075312,0.170636
0.969948,-0.073549,0.171558
1.008730,-0.430986,0.062104
0.991996,-0.076260,0.013067
1.119520,0.071750,0.065366
0.880327,0.162759,0.048392
1.030150,0.121992,0.046461
1.035890,0.352277,0.073021
1.018550,-0.087736,0.072249
1.024390,-0.178234,0.088446
1.040330,-0.044179,0.088841
1.113090,-0.109799,0.115359
0.889613,0.185616,0.076972
0.937510,0.158935,0.135292
1.149030,-0.208739,0.149792
1.162270,0.014785,0.135604
1.240220,-0.068970,0.112027
1.123320,-0.017697,0.081597
0.976503,-0.080554,0.084069
0.889161,-0.064503,0.100847
0.838300,-0.129133,0.129110
0.802673,-0.122224,0.143417
0.802568,-0.116817,0.156811
0.848566,-0.077902,0.164688
0.896346,-0.054894,0.171495
0.945021,-0.032347,0.174503
0.965256,-0.025717,0.176308
0.960008,-0.022762,0.177540
0.946948,-0.023662,0.178690
0.935982,-0.023501,0.179771
0.928303,-0.022633,0.180808
1.097860,0.012535,0.072841
0.910862,-0.405180,-0.019834
0.924045,0.122095,0.069330
0.933748,0.207557,0.048230
0.966992,0.088593,0.029931
1.122070,0.252561,0.067182
1.195790,-0.036918,0.052770
0.905172,0.029457,0.089045
1.040290,0.101981,0.088029
0.949433,-0.054441,0.126068
0.847149,0.134124,0.069713
1.295250,-0.119605,0.097143
1.045160,-0.024387,0.147013
0.931442,0.112481,0.139805
1.069120,0.229059,0.126832
1.040920,0.366912,0.096154
1.005060,0.349600,0.097538
0.938287,0.307915,0.118248
0.963656,0.240853,0.140461
0.934089,0.174224,0.156425
0.890405,0.121327,0.169693
0.861790,0.090538,0.177435
0.860336,0.092212,0.180752
0.902751,0.087827,0.182463
0.946824,0.087030,0.183842
0.966626,0.081655,0.185119
0.966232,0.074821,0.186563
0.956797,0.068017,0.187928
0.947018,0.060973,0.189217
1.162210,0.056787,0.056250
0.930243,-0.058156,-0.059006
0.821814,0.075697,0.078215
0.940871,-0.165746,0.056477
0.955896,-0.016270,0.022021
1.113980,0.059695,0.054024
1.216920,0.125700,0.044842
0.855226,0.123209,0.076027
1.158080,0.165062,0.072626
1.023660,0.001094,0.126474
0.966753,-0.190095,0.082112
1.203010,-0.201225,0.103778
0.831385,0.094854,0.115950
0.829551,0.057109,0.112970
0.821866,0.204921,0.095613
0.920325,0.233779,0.070041
1.106600,0.306890,0.072660
1.093470,0.217894,0.109796
1.163060,0.183498,0.137992
1.110170,0.124713,0.165323
1.014710,0.082308,0.178281
0.904365,0.066197,0.180623
0.900469,0.048679,0.179475
0.950868,0.030215,0.180738
1.001700,0.019923,0.182410
1.026140,0.011239,0.185229
1.032970,0.004265,0.187908
1.035870,-0.003736,0.190418
1.039900,-0.012205,0.192646
1.126130,0.094891,0.065107
0.891708,0.409042,-0.057240
0.968891,0.146172,0.084138
0.986650,-0.561696,0.048100
0.828818,-0.255041,0.005010
1.059740,-0.118856,0.064237
1.188960,-0.039642,0.038646
0.855514,0.020216,0.088551
1.140580,-0.023661,0.084948
1.244400,0.206370,0.089068
1.081280,-0.289197,0.072640
0.932475,-0.008930,0.116646
0.781451,-0.018416,0.110774
0.809776,-0.044320,0.096182
0.822900,-0.043187,0.085029
0.892614,-0.180817,0.057333
1.085120,-0.061545,0.069488
1.190880,-0.077563,0.102173
1.205670,-0.062580,0.132362
1.210700,-0.060574,0.161623
1.044460,-0.096234,0.180513
0.956884,-0.076586,0.180736
0.979525,-0.096308,0.181595
1.002550,-0.090390,0.182622
1.027700,-0.094201,0.185529
1.043760,-0.090677,0.188595
1.056660,-0.091629,0.191171
1.070220,-0.093214,0.193563
1.080390,-0.095535,0.195624
0.957243,0.491698,0.086493
0.917628,0.460405,-0.072013
1.225800,0.099019,0.041234
1.102730,-0.413749,0.012818
0.708295,-0.319147,-0.038271
1.011570,-0.117262,0.111588
1.141690,-0.215671,0.016357
0.849257,0.052149,0.078293
0.964970,-0.164212,0.081212
1.287080,0.452276,0.065595
1.207330,-0.045473,0.075712
0.894756,0.112193,0.096990
0.882591,-0.192994,0.119826
0.825210,-0.165642,0.097247
0.970845,-0.238749,0.096315
0.928680,-0.303556,0.093617
0.906056,-0.255246,0.115674
1.132320,-0.175168,0.132044
1.127050,-0.162615,0.149542
1.237750,-0.130092,0.162658
1.036960,-0.170794,0.173769
0.929737,-0.152532,0.177493
0.926975,-0.149620,0.182500
0.954218,-0.123844,0.185242
0.989327,-0.119462,0.188536
1.020950,-0.110986,0.191061
1.046950,-0.110567,0.194338
1.066280,-0.109012,0.196991
1.075050,-0.107691,0.199280
0.811558,0.563689,0.068776
1.067610,-0.007595,-0.105811
1.305190,-0.245732,0.014565
1.144690,0.136326,-0.001111
0.688869,-0.190869,-0.051761
0.987246,0.067859,0.146506
1.095080,-0.008406,-0.004126
0.879109,0.247650,0.058237
0.836550,-0.118616,0.039891
1.186650,0.422891,0.038520
1.365440,0.132489,0.065699
1.028600,0.115966,0.107667
1.050850,-0.263224,0.104148
0.849306,-0.236195,0.087981
0.976209,-0.351211,0.092520
0.908220,-0.162026,0.105472
0.826100,-0.174212,0.137016
1.066160,-0.098667,0.145798
1.118460,-0.137344,0.151670
1.259790,-0.124469,0.157953
1.087960,-0.147276,0.166153
0.920718,-0.144077,0.173180
0.880022,-0.130710,0.180297
0.927280,-0.117865,0.185549
0.981163,-0.116557,0.190959
1.023810,-0.116302,0.195858
1.050890,-0.117924,0.200583
1.061920,-0.115988,0.204663
1.059840,-0.112464,0.208081
0.785045,0.215859,0.083007
1.234640,-0.560105,-0.137070
1.132040,-0.552422,0.008514
1.092570,0.411347,0.014402
0.742098,-0.145257,-0.015560
0.898753,0.139512,0.137027
1.037870,0.357591,-0.005383
0.969996,0.383562,0.068698
0.845231,-0.104347,0.040406
1.115720,0.091158,0.011419
1.461660,0.048180,0.030379
1.187260,0.125560,0.098623
1.205890,-0.193255,0.066578
0.919392,-0.140308,0.060317
0.879045,-0.341830,0.074663
0.733770,-0.076862,0.091680
0.799686,-0.093726,0.123953
1.096200,-0.049939,0.131857
1.187540,-0.146140,0.145084
1.259700,-0.146619,0.157513
1.096570,-0.147171,0.166502
0.891958,-0.150848,0.174700
0.847533,-0.159429,0.180757
0.912374,-0.168286,0.186380
0.979091,-0.168799,0.192984
1.020360,-0.167764,0.200593
1.034180,-0.161562,0.207000
1.029680,-0.152503,0.212523
1.014500,-0.141978,0.217079
0.859681,-0.172953,0.134387
1.346850,-0.626938,-0.166951
0.936309,-0.536253,-0.053129
1.037600,0.221183,0.023037
0.815441,-0.175000,0.004516
0.731246,0.062600,0.092234
0.982581,0.482991,-0.037571
1.128580,0.294419,0.065992
0.971790,-0.161972,0.071622
1.064030,-0.265724,0.028983
1.347900,-0.075800,0.053497
1.242430,0.187547,0.083176
1.288210,-0.041984,0.043906
1.006700,0.060511,0.038474
0.882124,-0.195860,0.057447
0.628122,-0.058934,0.071607
0.790330,-0.118397,0.106513
1.160210,-0.076664,0.114816
1.258960,-0.174381,0.139991
1.242090,-0.159425,0.152091
1.088800,-0.148769,0.165293
0.941962,-0.147223,0.176987
0.924865,-0.187743,0.186365
0.956502,-0.209106,0.194433
0.985988,-0.209692,0.201911
0.999951,-0.203810,0.209123
0.991308,-0.191991,0.216041
0.971129,-0.178906,0.222034
0.945100,-0.165312,0.226984
0.951862,-0.481419,0.158718
1.364620,-0.076352,-0.159958
0.863428,-0.272149,-0.104272
0.997543,-0.050697,0.020662
0.848611,-0.103501,-0.012606
0.602194,0.002324,0.033450
0.964045,0.284729,-0.074425
1.284610,0.041137,0.017836
1.121290,-0.164903,0.068416
1.038400,-0.386057,0.041869
1.130270,-0.075731,0.077835
1.206710,0.199536,0.074063
1.311520,0.094159,0.049385
1.072810,0.183902,0.046244
0.968443,-0.041064,0.059469
0.645292,-0.016071,0.070693
0.806317,-0.145830,0.106905
1.198030,-0.102818,0.112234
1.298480,-0.167393,0.133715
1.224970,-0.146069,0.141816
1.066140,-0.151999,0.158645
0.989972,-0.153374,0.172606
0.983537,-0.205357,0.183429
0.958579,-0.220982,0.192536
0.949945,-0.225423,0.201055
0.948645,-0.215042,0.208908
0.930689,-0.201148,0.216188
0.905139,-0.186499,0.222623
0.877068,-0.173498,0.228090
0.987798,-0.650160,0.145068
1.293030,0.565180,-0.112749
0.922256,0.032432,-0.075293
0.976293,-0.134663,0.013564
0.832820,0.098217,-0.028009
0.573285,0.016678,0.008268
0.984097,-0.037801,-0.066393
1.343690,-0.188409,-0.009809
1.189010,-0.128684,0.045196
1.023980,-0.272862,0.034028
0.973154,-0.039872,0.055828
1.165090,0.099221,0.049652
1.303150,0.127689,0.054483
1.124140,0.152182,0.066808
1.038200,0.038286,0.074690
0.722488,0.041455,0.083480
0.854430,-0.136128,0.111961
1.205940,-0.094022,0.113008
1.306380,-0.130572,0.129642
1.226400,-0.101147,0.135786
1.076720,-0.120744,0.152950
1.058950,-0.126647,0.167428
1.064490,-0.159139,0.180821
1.014170,-0.160466,0.190911
0.968084,-0.167427,0.201886
0.933868,-0.160063,0.211246
0.898889,-0.154236,0.219463
0.868215,-0.147597,0.226631
0.840618,-0.142733,0.232907
0.980420,-0.614767,0.125261
1.196330,0.727283,-0.067642
1.042790,0.226535,-0.034417
0.955394,-0.034717,0.009420
0.805060,0.336459,-0.031634
0.637267,0.078777,0.024410
1.033610,-0.289320,-0.023473
1.316200,-0.265647,0.001526
1.172920,-0.146815,0.031330
1.004040,-0.105088,0.032320
0.917291,-0.076081,0.032844
1.133020,-0.051153,0.023811
1.279720,0.040560,0.054731
1.145870,0.041347,0.079689
1.040840,0.048153,0.086679
0.812140,0.069761,0.092688
0.917051,-0.133147,0.105598
1.197520,-0.077438,0.106197
1.293890,-0.113412,0.126311
1.225700,-0.075057,0.137036
1.102060,-0.113235,0.155418
1.082940,-0.139976,0.168919
1.039270,-0.142555,0.181346
0.980008,-0.123139,0.191763
0.930116,-0.122106,0.202792
0.902090,-0.115827,0.213607
0.877451,-0.112957,0.223923
0.853991,-0.110309,0.233085
0.834492,-0.111111,0.241033
0.980052,-0.445677,0.108127
1.110330,0.427899,-0.046767
1.125000,0.310927,-0.021671
0.918752,0.149631,0.019502
0.794750,0.507623,-0.026377
0.758892,0.145444,0.049243
1.091170,-0.408673,0.007651
1.273560,-0.197281,0.017087
1.137170,-0.220377,0.022795
0.993884,-0.023131,0.030214
0.935090,-0.182996,0.027109
1.102850,-0.148821,0.021504
1.252140,-0.104137,0.052435
1.126090,-0.032791,0.083237
1.007350,0.011137,0.086595
0.898724,0.049203,0.090772
0.974596,-0.168075,0.090669
1.186610,-0.085683,0.090959
1.282070,-0.136899,0.118286
1.224420,-0.073859,0.133628
1.148980,-0.106759,0.153147
1.103460,-0.111397,0.167217
1.017510,-0.083253,0.183473
0.990372,-0.061881,0.199013
0.959491,-0.060714,0.214006
0.923228,-0.060396,0.227318
0.890602,-0.066972,0.238885
0.870797,-0.075823,0.248960
0.857512,-0.085256,0.257558
0.996917,-0.245390,0.099721
1.041990,0.022367,-0.035959
1.132450,0.321002,-0.010058
0.885124,0.312555,0.032775
0.803477,0.552145,-0.027711
0.896129,0.182846,0.054338
1.127250,-0.416982,0.021633
1.246200,-0.066451,0.021457
1.116990,-0.292347,0.017395
0.995475,-0.040702,0.021662
0.970872,-0.306257,0.023208
1.079000,-0.144609,0.030815
1.223680,-0.221989,0.050404
1.079100,-0.035839,0.075082
0.982919,-0.049236,0.077830
0.979661,-0.008089,0.082766
1.018560,-0.237691,0.076342
1.175810,-0.129042,0.075118
1.267940,-0.196732,0.105311
1.205320,-0.105358,0.126277
1.164740,-0.135867,0.148728
1.070860,-0.110081,0.168399
0.960610,-0.100239,0.186072
0.944371,-0.086090,0.203420
0.915645,-0.086667,0.219254
0.904589,-0.086046,0.234840
0.902274,-0.092612,0.248788
0.895083,-0.098178,0.260985
0.887172,-0.105101,0.271336
1.018770,-0.059737,0.095839
1.002190,-0.264225,-0.032852
1.091060,0.273137,0.003320
0.863237,0.383125,0.046205
0.821252,0.466131,-0.032211
1.014850,0.177197,0.038050
1.136360,-0.354385,0.027983
1.233350,0.052544,0.023835
1.121760,-0.327793,0.016962
1.004240,-0.099451,0.011529
0.980823,-0.391887,0.016230
1.058330,-0.070918,0.039040
1.202970,-0.266870,0.045783
1.029720,-0.005321,0.060343
0.986759,-0.111917,0.069335
1.054270,-0.079761,0.074095
1.049610,-0.320005,0.065619
1.161900,-0.194717,0.064941
1.242990,-0.271023,0.093992
1.170080,-0.151219,0.115834
1.147930,-0.173283,0.140312
1.044540,-0.094339,0.161574
0.966224,-0.107351,0.181315
0.978391,-0.092597,0.202242
0.970156,-0.112616,0.224762
0.954748,-0.119284,0.244129
0.930530,-0.130169,0.260687
0.916374,-0.137150,0.275203
0.904975,-0.141341,0.287321
1.041340,0.090853,0.092519
0.988152,-0.408996,-0.031787
1.029990,0.205597,0.015074
0.850547,0.350721,0.054364
0.841585,0.287310,-0.038067
1.095780,0.131401,0.016566
1.131600,-0.260820,0.027171
1.235090,0.120853,0.025437
1.150480,-0.319181,0.014360
1.019300,-0.145700,-0.001264
0.959588,-0.408934,0.008036
1.030970,0.003275,0.045503
1.196930,-0.242855,0.037788
0.997374,0.021192,0.044495
1.018140,-0.164228,0.060296
1.125460,-0.146988,0.064901
1.075110,-0.390591,0.055114
1.148440,-0.258199,0.052897
1.210660,-0.336883,0.079242
1.130620,-0.197514,0.099331
1.108140,-0.229401,0.126288
1.022530,-0.145844,0.149478
0.969442,-0.217271,0.173291
0.962912,-0.205996,0.195452
0.934171,-0.229031,0.219015
0.922712,-0.211816,0.242013
0.920194,-0.212027,0.264206
0.910479,-0.200400,0.283534
0.894430,-0.191786,0.299828
1.062480,0.191838,0.084074
0.986568,-0.461293,-0.029125
0.969902,0.162655,0.022857
0.852186,0.250071,0.064327
0.860524,0.070339,-0.042035
1.136710,0.055585,-0.000975
1.120400,-0.172440,0.023675
1.248350,0.123314,0.025345
1.188320,-0.267943,0.008149
1.036680,-0.159206,-0.018289
0.925572,-0.361385,-0.001448
0.999040,0.035929,0.050260
1.198900,-0.179698,0.028161
0.989117,0.034725,0.032227
1.066620,-0.201351,0.049925
1.193900,-0.199428,0.052458
1.098420,-0.435753,0.040637
1.138470,-0.303011,0.036910
1.176850,-0.385759,0.058854
1.097970,-0.240325,0.075687
1.076910,-0.293086,0.102892
1.034320,-0.209324,0.124530
1.004720,-0.286890,0.152599
0.995146,-0.242203,0.179595
0.980220,-0.267684,0.211581
0.959201,-0.253668,0.241227
0.921538,-0.256141,0.268166
0.890628,-0.242591,0.291664
0.870723,-0.235286,0.312416
1.077410,0.240347,0.078084
0.990019,-0.460138,-0.027318
0.922189,0.160227,0.022872
0.871256,0.125063,0.069879
0.874745,-0.136594,-0.043077
1.147250,-0.041603,-0.010486
1.105710,-0.114752,0.021725
1.261250,0.061164,0.024595
1.217110,-0.178621,0.003229
1.052110,-0.142579,-0.034095
0.895051,-0.276850,-0.011705
0.971197,0.028869,0.050339
1.198420,-0.105605,0.019264
1.002670,0.039758,0.025131
1.120430,-0.224111,0.039893
1.255770,-0.235101,0.035458
1.115850,-0.454979,0.022649
1.131260,-0.325306,0.018018
1.147070,-0.416334,0.035826
1.079030,-0.276135,0.047631
1.063800,-0.353394,0.072592
1.052180,-0.285243,0.095017
1.011280,-0.378408,0.126987
0.971292,-0.344193,0.156675
0.927943,-0.374407,0.191320
0.889035,-0.336833,0.223642
0.873861,-0.328537,0.258514
0.860747,-0.308068,0.290684
0.839139,-0.293222,0.318947
1.085760,0.246201,0.075816
0.995087,-0.423376,-0.027032
0.888077,0.187021,0.017047
0.902766,0.006757,0.070701
0.884623,-0.303600,-0.036482
1.137750,-0.152527,-0.014037
1.094460,-0.095806,0.021414
1.263700,-0.045696,0.027343
1.229150,-0.062147,0.000482
1.066140,-0.105220,-0.043457
0.874754,-0.183127,-0.021038
0.949272,0.003862,0.046450
1.192490,-0.037697,0.011460
1.031790,0.039963,0.021775
1.172600,-0.236005,0.030566
1.307830,-0.256344,0.018183
1.125600,-0.454334,0.004038
1.127230,-0.329396,-0.001950
1.125650,-0.430262,0.011426
1.072670,-0.303626,0.018333
1.063770,-0.399707,0.039539
1.071330,-0.339129,0.060074
1.022980,-0.410227,0.091455
0.981881,-0.350247,0.120778
0.962657,-0.365248,0.162104
0.938043,-0.354975,0.205611
0.899680,-0.375938,0.249190
0.849023,-0.367520,0.286972
0.819076,-0.366048,0.322090
1.092480,0.223318,0.074359
0.997043,-0.358797,-0.026579
0.865718,0.225734,0.012268
0.940097,-0.088471,0.070329
0.893298,-0.417858,-0.028425
1.116290,-0.267902,-0.012565
1.089490,-0.107405,0.021975
1.254490,-0.158673,0.031796
1.227010,0.062773,-0.002042
1.082800,-0.058094,-0.047437
0.865278,-0.096472,-0.027357
0.931498,-0.020959,0.041450
1.183290,0.015757,0.004371
1.069750,0.036129,0.019351
1.221160,-0.240911,0.020678
1.350790,-0.266344,-0.000427
1.130730,-0.440779,-0.015007
1.126770,-0.322754,-0.022391
1.114030,-0.430893,-0.012945
1.074870,-0.321561,-0.009965
1.071030,-0.426220,0.006118
1.084240,-0.372072,0.022242
1.022590,-0.436612,0.052028
0.970674,-0.419132,0.082472
0.940257,-0.478956,0.124269
0.885388,-0.485322,0.167123
0.848897,-0.485786,0.215757
0.828749,-0.478992,0.266221
0.803286,-0.474466,0.313822
1.098920,0.185052,0.070847
0.993416,-0.273727,-0.024709
0.853647,0.265037,0.008472
0.979043,-0.157132,0.068028
0.903536,-0.478455,-0.020067
1.091220,-0.375557,-0.009386
1.085810,-0.134822,0.024492
1.235200,-0.234783,0.036455
1.214580,0.175435,-0.004736
1.103520,-0.010297,-0.047922
0.864478,-0.022622,-0.031610
0.917908,-0.038017,0.035939
1.173090,0.051998,-0.002675
1.111430,0.028383,0.015437
1.265040,-0.241607,0.009297
1.386140,-0.267654,-0.019973
1.134120,-0.419412,-0.034627
1.128430,-0.312134,-0.041191
1.110870,-0.422154,-0.036418
1.082160,-0.330768,-0.037414
1.081430,-0.436125,-0.026494
1.091940,-0.390296,-0.015872
1.033090,-0.445312,0.009189
0.998607,-0.441419,0.033770
0.996769,-0.481095,0.071845
0.969880,-0.499687,0.120468
0.937477,-0.555005,0.180963
0.864507,-0.585083,0.238950
0.793984,-0.585942,0.294223
1.102690,0.141012,0.069232
0.986367,-0.177627,-0.022763
0.849977,0.299333,0.006757
1.016940,-0.202328,0.065393
0.915306,-0.491641,-0.013577
1.069310,-0.464298,-0.007824
1.079000,-0.166707,0.028074
1.207350,-0.248201,0.042254
1.196170,0.264577,-0.005965
1.124940,0.032370,-0.045764
0.869603,0.038000,-0.034644
0.909683,-0.047089,0.030424
1.163190,0.071820,-0.009640
1.152550,0.017346,0.009967
1.302540,-0.239888,-0.002001
1.414060,-0.262260,-0.039459
1.136500,-0.393420,-0.053345
1.130790,-0.301237,-0.058889
1.113040,-0.407602,-0.058283
1.091690,-0.333384,-0.063137
1.093080,-0.434597,-0.057836
1.098650,-0.399517,-0.053611
1.054030,-0.455846,-0.036606
1.031420,-0.500957,-0.015786
1.025630,-0.600726,0.016965
0.968535,-0.692175,0.052765
0.896564,-0.737052,0.103121
0.823607,-0.734168,0.169814
0.776562,-0.736800,0.246590
1.103210,0.097938,0.068704
0.978080,-0.080566,-0.021653
0.852608,0.326302,0.005534
1.051560,-0.230015,0.059720
0.927144,-0.466219,-0.008299
1.052670,-0.526221,-0.006853
1.067970,-0.196021,0.030445
1.174740,-0.201736,0.048083
1.178530,0.330001,-0.006252
1.144220,0.067450,-0.042155
0.878333,0.087332,-0.036662
0.906520,-0.050820,0.025549
1.154430,0.077715,-0.015907
1.190330,0.003906,0.003636
1.332690,-0.237137,-0.012162
1.434560,-0.251829,-0.055982
1.138550,-0.364225,-0.070058
1.133710,-0.291067,-0.074017
1.117840,-0.390175,-0.077737
1.101520,-0.331731,-0.086320
1.105480,-0.427000,-0.087158
1.107560,-0.406219,-0.089858
1.087060,-0.471566,-0.082673
1.088010,-0.549985,-0.074240
1.099170,-0.637356,-0.056458
1.063030,-0.692108,-0.035514
1.025330,-0.753193,0.009693
0.935411,-0.848966,0.086155
0.791232,-0.868585,0.174550
1.102400,0.060143,0.069797
0.968856,0.008734,-0.020716
0.859498,0.345347,0.004161
1.081030,-0.246403,0.053475
0.938324,-0.413855,-0.003351
1.040890,-0.559296,-0.005890
1.052510,-0.218209,0.030826
1.142070,-0.118719,0.051511
1.166560,0.376404,-0.007206
1.161150,0.094935,-0.038539
0.888844,0.127429,-0.037497
0.907135,-0.051869,0.021848
1.147350,0.073141,-0.021666
1.223520,-0.010855,-0.003087
1.356210,-0.234013,-0.021243
1.448570,-0.238033,-0.070028
1.141560,-0.332931,-0.084203
1.137700,-0.281419,-0.086897
1.123930,-0.371922,-0.095125
1.110960,-0.327738,-0.107323
1.118700,-0.417028,-0.114071
1.120740,-0.412360,-0.123796
1.128650,-0.488116,-0.126821
1.149410,-0.595814,-0.135380
1.157680,-0.710923,-0.131714
1.105000,-0.852356,-0.125576
1.035960,-1.005930,-0.128078
0.878216,-1.065210,-0.095632
0.701009,-1.029770,0.020553
1.101250,0.029704,0.070589
0.958827,0.084973,-0.019252
0.868925,0.356912,0.003275
1.104690,-0.256357,0.047989
0.948811,-0.344558,0.000834
1.033810,-0.566100,-0.004996
1.032640,-0.229201,0.029992
1.110910,-0.027074,0.052763
1.160970,0.408532,-0.009028
1.176030,0.115747,-0.035619
0.899955,0.160049,-0.037858
0.910728,-0.051933,0.019281
1.142020,0.061512,-0.027103
1.252050,-0.025930,-0.009695
1.374500,-0.230905,-0.029649
1.457590,-0.222361,-0.081666
1.146000,-0.300660,-0.096398
1.142970,-0.271896,-0.097921
1.130580,-0.354181,-0.110718
1.119830,-0.322782,-0.126121
1.132680,-0.406824,-0.138298
1.138260,-0.418650,-0.155467
1.173650,-0.504907,-0.168896
1.211690,-0.634329,-0.195865
1.235810,-0.759918,-0.221712
1.201970,-0.872218,-0.242848
1.145860,-0.927465,-0.283382
1.043910,-1.030840,-0.321349
0.853626,-1.202360,-0.200539
1.099360,0.007767,0.070789
0.948940,0.145746,-0.018908
0.879696,0.361839,0.003731
1.123050,-0.263582,0.043929
0.957920,-0.267963,0.002933
1.031110,-0.552200,-0.004859
1.010810,-0.227310,0.028322
1.081920,0.052769,0.052667
1.159640,0.428863,-0.011095
1.188520,0.131141,-0.033438
0.910880,0.186590,-0.037954
0.916695,-0.052063,0.017333
1.138280,0.045807,-0.031483
1.276120,-0.040419,-0.016404
1.388460,-0.227814,-0.037277
1.462610,-0.206290,-0.091361
1.151320,-0.268691,-0.106655
1.149410,-0.262194,-0.107816
1.137300,-0.337651,-0.124436
1.128260,-0.317643,-0.142489
1.147090,-0.397409,-0.159791
1.158710,-0.424632,-0.185004
1.219290,-0.519688,-0.207945
1.271060,-0.659131,-0.250771
1.306980,-0.787892,-0.310439
1.265860,-0.921252,-0.361535
1.189550,-1.086010,-0.415282
1.094860,-1.385980,-0.595697
0.770507,-1.474770,-0.722610
0.985885,0.001430,0.167963
0.984416,-0.001812,0.168261
0.983147,-0.005117,0.168520
0.981941,-0.008373,0.168753
0.980565,-0.011461,0.168968
0.978710,-0.014263,0.169162
0.976256,-0.016698,0.169364
0.973262,-0.018716,0.169571
0.970008,-0.020343,0.169802
0.966959,-0.021627,0.170035
0.964530,-0.022689,0.170268
0.963025,-0.023655,0.170487
0.962448,-0.024686,0.170678
0.962536,-0.025866,0.170833
0.962863,-0.027282,0.170948
0.962949,-0.028906,0.171036
0.962429,-0.030697,0.171073
0.961129,-0.032556,0.171085
0.959198,-0.034354,0.171069
1.094320,0.023944,0.156872
1.098180,0.026050,0.157432
1.098930,0.028446,0.157956
1.096520,0.031113,0.158421
1.091310,0.033936,0.158848
1.084040,0.036778,0.159250
1.075820,0.039489,0.159636
1.067830,0.041871,0.160015
1.061250,0.043865,0.160403
1.057010,0.045418,0.160799
1.055540,0.046634,0.161216
1.056810,0.047639,0.161641
1.060320,0.048605,0.162058
1.065240,0.049700,0.162437
1.070580,0.051054,0.162784
1.075360,0.052685,0.163090
1.078740,0.054537,0.163370
1.080170,0.056471,0.163601
1.079420,0.058265,0.163838
