Ux,Uy
0.979838,-0.030734
0.981774,-0.029695
0.982831,-0.028467
0.983666,-0.027582
0.983729,-0.026834
1.005630,-0.001959
1.006470,-0.006046
1.007080,-0.010038
1.007340,-0.013943
1.008580,-0.018110
1.009460,-0.022017
1.009710,-0.026788
1.009660,-0.030611
1.008730,-0.034668
1.007560,-0.037713
1.006180,-0.040651
1.004530,-0.042699
1.002520,-0.043758
0.999801,-0.044956
0.998020,-0.044692
0.995853,-0.044248
0.993622,-0.042459
0.991672,-0.040851
0.990680,-0.038610
0.991478,-0.037183
0.994453,-0.035892
0.998403,-0.034954
0.997417,-0.033996
0.991525,-0.033392
0.985769,-0.032524
0.981825,-0.031981
0.979852,-0.031538
0.978913,-0.030701
0.978018,-0.030419
1.007680,-0.002017
1.008400,-0.006105
1.008780,-0.010023
1.010030,-0.014975
1.011360,-0.020078
1.012340,-0.024886
1.012440,-0.029817
1.012620,-0.034564
1.012310,-0.038997
1.011300,-0.043069
1.009360,-0.046713
1.006180,-0.049791
1.004130,-0.051780
1.001160,-0.053484
0.997508,-0.054026
0.994489,-0.054741
0.990655,-0.054623
0.987568,-0.054966
0.983845,-0.054421
0.979001,-0.054108
0.972980,-0.052420
0.966314,-0.051126
0.964252,-0.048811
0.966918,-0.047381
0.969845,-0.045399
0.971725,-0.043804
0.971704,-0.042053
0.970895,-0.040824
0.970629,-0.039339
1.008700,-0.002057
1.009630,-0.006960
1.011000,-0.011069
1.012290,-0.016198
1.013380,-0.021032
1.015270,-0.026012
1.016220,-0.031767
1.016060,-0.037879
1.015720,-0.042957
1.014200,-0.048728
1.012330,-0.052703
1.010180,-0.056954
1.006350,-0.059798
1.002500,-0.062304
0.998658,-0.063195
0.994950,-0.064182
0.990357,-0.063405
0.987134,-0.061623
0.983720,-0.059901
0.982409,-0.057000
0.983263,-0.055504
0.985009,-0.053711
0.984177,-0.052772
0.978384,-0.051110
0.971720,-0.050010
0.967705,-0.048693
0.964773,-0.047744
0.962816,-0.046904
0.961786,-0.046134
1.010530,-0.002066
1.011520,-0.007034
1.012480,-0.011265
1.014590,-0.016286
1.016420,-0.022149
1.018030,-0.027858
1.019130,-0.033918
1.019780,-0.039954
1.020100,-0.046819
1.018990,-0.052763
1.017090,-0.058741
1.013300,-0.063834
1.010320,-0.067535
1.005300,-0.071336
1.000250,-0.073333
0.995381,-0.074842
0.989265,-0.075382
0.984448,-0.075912
0.978687,-0.075669
0.973104,-0.075520
0.966448,-0.073786
0.959401,-0.071970
0.954351,-0.069121
0.955010,-0.066918
0.955869,-0.064627
0.956595,-0.062053
0.955578,-0.059854
0.954468,-0.057698
0.953543,-0.056030
1.011720,-0.002062
1.012880,-0.007057
1.014450,-0.011020
1.016780,-0.017134
1.018650,-0.022280
1.021130,-0.029229
1.022770,-0.034820
1.023980,-0.042849
1.024060,-0.049979
1.023040,-0.056659
1.021230,-0.063611
1.018200,-0.069889
1.014090,-0.075638
1.008960,-0.079559
1.003100,-0.083293
0.996521,-0.085310
0.989634,-0.086358
0.984089,-0.086154
0.978212,-0.084192
0.973967,-0.081940
0.971644,-0.079454
0.970589,-0.077354
0.969478,-0.075898
0.963762,-0.073570
0.955855,-0.071567
0.950913,-0.069983
0.946979,-0.068165
0.944757,-0.066770
0.942693,-0.065456
1.013090,-0.002027
1.014040,-0.007090
1.015750,-0.011994
1.018530,-0.017229
1.021330,-0.023297
1.023780,-0.029386
1.026050,-0.036852
1.027800,-0.043860
1.028920,-0.051862
1.028070,-0.060463
1.026940,-0.068484
1.023180,-0.075854
1.019280,-0.082826
1.013470,-0.088108
1.006720,-0.092870
0.999248,-0.096367
0.991252,-0.098747
0.983339,-0.100125
0.975348,-0.100616
0.967622,-0.101137
0.959876,-0.100097
0.951133,-0.098161
0.943283,-0.095483
0.939142,-0.092277
0.938899,-0.089812
0.937956,-0.086470
0.935932,-0.083627
0.934040,-0.080506
0.932133,-0.078162
1.014230,-0.002038
1.015600,-0.007128
1.017540,-0.012236
1.020600,-0.017310
1.023360,-0.023290
1.026590,-0.030251
1.029430,-0.037299
1.032000,-0.045650
1.033240,-0.054624
1.033170,-0.063770
1.031660,-0.072661
1.028870,-0.081535
1.024470,-0.089632
1.018440,-0.097101
1.011270,-0.103325
1.003290,-0.107630
0.993577,-0.111264
0.984822,-0.113018
0.976020,-0.112956
0.968088,-0.111658
0.961796,-0.108811
0.957764,-0.106474
0.954615,-0.103894
0.948633,-0.101531
0.939840,-0.098716
0.931841,-0.096040
0.926757,-0.093868
0.922849,-0.091721
0.919857,-0.089719
1.015230,-0.002116
1.016550,-0.007219
1.018680,-0.012169
1.021850,-0.017266
1.025390,-0.023302
1.029190,-0.030375
1.032730,-0.038236
1.035610,-0.046965
1.038070,-0.055914
1.038160,-0.065975
1.037820,-0.075760
1.035020,-0.086299
1.031100,-0.095379
1.025100,-0.104414
1.017130,-0.112204
1.007660,-0.119031
0.997833,-0.124169
0.986821,-0.127690
0.975863,-0.130156
0.965079,-0.131378
0.954561,-0.131487
0.942780,-0.130458
0.931575,-0.127502
0.923113,-0.124464
0.918992,-0.120994
0.916947,-0.117292
0.913930,-0.113460
0.910145,-0.109614
0.907213,-0.106290
1.016100,-0.002174
1.017750,-0.007258
1.020010,-0.012099
1.023650,-0.017296
1.027660,-0.023368
1.031490,-0.030211
1.035600,-0.037983
1.039590,-0.047071
1.042340,-0.056807
1.043380,-0.067952
1.043440,-0.078734
1.041070,-0.090505
1.037390,-0.101288
1.031470,-0.112111
1.023450,-0.121763
1.014340,-0.129847
1.002740,-0.137067
0.990969,-0.142098
0.978363,-0.144974
0.966460,-0.145777
0.955688,-0.144787
0.947234,-0.142237
0.941160,-0.140133
0.934363,-0.137036
0.923541,-0.133769
0.912556,-0.129921
0.904291,-0.126759
0.898090,-0.123653
0.893836,-0.120737
1.016930,-0.002198
1.018560,-0.007237
1.021180,-0.012110
1.024840,-0.017307
1.029060,-0.023316
1.033960,-0.030185
1.038760,-0.039071
1.042800,-0.047894
1.046460,-0.057923
1.048150,-0.069009
1.049210,-0.080816
1.048060,-0.093455
1.044310,-0.106165
1.039220,-0.118355
1.031260,-0.130111
1.021240,-0.140790
1.009260,-0.149725
0.995902,-0.156999
0.981783,-0.162452
0.967792,-0.166844
0.952851,-0.169108
0.937626,-0.170504
0.921989,-0.168911
0.907481,-0.165128
0.898113,-0.161125
0.893342,-0.156931
0.888433,-0.151699
0.883077,-0.146515
0.878203,-0.141862
1.017420,-0.002236
1.019680,-0.007193
1.022140,-0.012049
1.026150,-0.017292
1.030920,-0.023239
1.035890,-0.030159
1.041050,-0.038401
1.046030,-0.048059
1.050660,-0.057874
1.053320,-0.069811
1.054890,-0.082772
1.054160,-0.096258
1.051620,-0.110283
1.046790,-0.124023
1.039270,-0.138077
1.029410,-0.150066
1.017080,-0.161711
1.002630,-0.171545
0.987980,-0.179084
0.971292,-0.183996
0.956279,-0.185506
0.942025,-0.185052
0.929825,-0.183143
0.920419,-0.181042
0.908102,-0.177530
0.892092,-0.173023
0.878704,-0.168680
0.869597,-0.164542
0.862270,-0.160218
1.018430,-0.002208
1.020360,-0.007114
1.023090,-0.012010
1.027290,-0.017301
1.032350,-0.023269
1.037960,-0.030083
1.043820,-0.038028
1.048840,-0.048354
1.053810,-0.059008
1.057320,-0.070961
1.060270,-0.083802
1.060660,-0.098587
1.058690,-0.113604
1.054720,-0.129178
1.047840,-0.143904
1.038180,-0.158828
1.026160,-0.172429
1.011200,-0.185408
0.994843,-0.195879
0.977028,-0.204583
0.958119,-0.211708
0.938522,-0.216675
0.917935,-0.218699
0.895927,-0.217237
0.877350,-0.212444
0.866981,-0.207562
0.860044,-0.201391
0.851395,-0.194302
0.843264,-0.187243
1.018670,-0.002136
1.021020,-0.007061
1.023640,-0.011924
1.028190,-0.017237
1.033440,-0.023176
1.039160,-0.030001
1.045570,-0.037818
1.051910,-0.047434
1.057550,-0.058498
1.062100,-0.071251
1.065310,-0.084922
1.066980,-0.099794
1.065740,-0.115644
1.062590,-0.132151
1.056410,-0.149748
1.047820,-0.166503
1.036290,-0.183075
1.021370,-0.198130
1.004340,-0.212299
0.985268,-0.223449
0.965791,-0.231328
0.945467,-0.234954
0.926245,-0.235778
0.910055,-0.234316
0.893819,-0.233021
0.873477,-0.228793
0.852210,-0.223141
0.836039,-0.217460
0.824665,-0.211497
1.019720,-0.002116
1.021860,-0.007069
1.024720,-0.012233
1.029100,-0.017163
1.034560,-0.023480
1.040890,-0.030400
1.047730,-0.038147
1.053990,-0.046841
1.060390,-0.058055
1.065650,-0.071028
1.070170,-0.085128
1.072430,-0.100539
1.072780,-0.117111
1.070810,-0.135713
1.065840,-0.153845
1.057730,-0.173414
1.046960,-0.192401
1.032440,-0.210153
1.015600,-0.227311
0.995562,-0.242596
0.973195,-0.256228
0.949343,-0.267881
0.922230,-0.276701
0.892866,-0.280714
0.863065,-0.278220
0.841212,-0.272876
0.828289,-0.266729
0.815318,-0.257685
0.801413,-0.247778
1.019850,-0.002105
1.022090,-0.007061
1.024990,-0.011420
1.029590,-0.017038
1.035710,-0.022686
1.042060,-0.029614
1.049060,-0.037159
1.056170,-0.047140
1.063600,-0.058313
1.069550,-0.071314
1.074600,-0.085053
1.078010,-0.101543
1.079500,-0.119487
1.078400,-0.138456
1.074510,-0.157459
1.068290,-0.178566
1.057580,-0.199256
1.044760,-0.220381
1.028010,-0.241082
1.008340,-0.259968
0.985795,-0.276705
0.961179,-0.289258
0.934252,-0.296090
0.908585,-0.298862
0.885712,-0.301031
0.860925,-0.301651
0.829397,-0.296197
0.800735,-0.289347
0.780488,-0.281723
1.020460,-0.002090
1.022770,-0.007046
1.026150,-0.011041
1.030650,-0.017422
1.036450,-0.022259
1.043350,-0.028958
1.050890,-0.037201
1.058450,-0.046294
1.065940,-0.057351
1.072790,-0.070352
1.078510,-0.084765
1.083390,-0.101830
1.085540,-0.119733
1.085540,-0.139164
1.083160,-0.160456
1.077820,-0.182099
1.069350,-0.205513
1.057080,-0.229174
1.041940,-0.253020
1.022600,-0.276066
0.999721,-0.298511
0.972582,-0.318375
0.940054,-0.337894
0.904573,-0.353567
0.864390,-0.361418
0.824653,-0.358903
0.796756,-0.353702
0.777063,-0.345193
0.754002,-0.331955
1.021020,-0.002080
1.023270,-0.007001
1.026260,-0.010978
1.030930,-0.016722
1.037500,-0.021939
1.044400,-0.029337
1.052130,-0.036321
1.059910,-0.045961
1.068270,-0.056957
1.075500,-0.070033
1.082710,-0.085090
1.087750,-0.101486
1.091320,-0.120277
1.092440,-0.140789
1.091260,-0.162690
1.087390,-0.185891
1.080070,-0.210981
1.069950,-0.235898
1.056260,-0.263028
1.038450,-0.289601
1.016410,-0.316221
0.990288,-0.340554
0.959433,-0.359867
0.925182,-0.372389
0.890894,-0.381157
0.858847,-0.389852
0.818850,-0.393591
0.770621,-0.386682
0.732612,-0.378572
1.021160,-0.002071
1.023490,-0.006979
1.027070,-0.010985
1.031930,-0.016214
1.037890,-0.022291
1.045340,-0.028560
1.053400,-0.036298
1.062080,-0.045738
1.070470,-0.056691
1.078600,-0.069654
1.085490,-0.084220
1.092040,-0.101774
1.096360,-0.120306
1.098870,-0.141584
1.098760,-0.163882
1.096510,-0.188117
1.090570,-0.214344
1.082170,-0.241870
1.070550,-0.270707
1.055030,-0.301258
1.034720,-0.332180
1.008930,-0.363402
0.975504,-0.394687
0.936003,-0.426839
0.889406,-0.455061
0.832336,-0.469126
0.776812,-0.467309
0.739363,-0.463090
0.705424,-0.450698
1.021720,-0.002056
1.023920,-0.006982
1.027070,-0.011014
1.032180,-0.016095
1.038680,-0.021729
1.045790,-0.028421
1.054460,-0.035430
1.063060,-0.044496
1.072290,-0.055385
1.080480,-0.068358
1.089020,-0.083746
1.095830,-0.101001
1.101150,-0.120629
1.104200,-0.141458
1.105720,-0.164377
1.104770,-0.189596
1.100760,-0.216555
1.093970,-0.245656
1.085140,-0.276888
1.071610,-0.310292
1.053870,-0.345697
1.030640,-0.381729
1.001580,-0.417476
0.965322,-0.448309
0.921821,-0.469338
0.875642,-0.488629
0.828651,-0.512886
0.763017,-0.521864
0.690134,-0.512547
1.021810,-0.002050
1.024280,-0.006973
1.027580,-0.011003
1.032630,-0.016062
1.039030,-0.021161
1.046800,-0.027724
1.055380,-0.035218
1.064450,-0.044275
1.073900,-0.055095
1.083060,-0.067753
1.091530,-0.083577
1.099390,-0.100393
1.105520,-0.119639
1.109710,-0.141251
1.111990,-0.165224
1.112400,-0.191156
1.109720,-0.218617
1.105530,-0.248666
1.098460,-0.281808
1.088300,-0.317094
1.073420,-0.355383
1.053430,-0.396726
1.026100,-0.440384
0.989185,-0.487788
0.941419,-0.542401
0.880525,-0.595040
0.798614,-0.620841
0.714511,-0.622501
0.655660,-0.619547
1.022310,-0.002041
1.024310,-0.006968
1.027800,-0.011001
1.033190,-0.016158
1.039590,-0.021078
1.047140,-0.027235
1.056010,-0.034776
1.065280,-0.043475
1.075340,-0.054426
1.084880,-0.067684
1.094080,-0.082482
1.102330,-0.100169
1.109110,-0.119410
1.114190,-0.140639
1.117900,-0.165216
1.119460,-0.191405
1.118390,-0.219604
1.115680,-0.251090
1.111300,-0.284855
1.103270,-0.321687
1.092710,-0.362906
1.076890,-0.408198
1.054060,-0.457296
1.025730,-0.509519
0.988207,-0.558954
0.931810,-0.594248
0.869191,-0.635107
0.796439,-0.697468
0.675935,-0.713427
1.022390,-0.002030
1.024660,-0.006973
1.028280,-0.011033
1.033280,-0.015908
1.040130,-0.020790
1.047940,-0.026713
1.056830,-0.033989
1.066520,-0.043169
1.076570,-0.053809
1.086530,-0.066558
1.096380,-0.081605
1.105350,-0.099156
1.112640,-0.118543
1.118570,-0.140910
1.123010,-0.165572
1.125580,-0.191057
1.126300,-0.220159
1.125410,-0.252137
1.122660,-0.286882
1.117740,-0.324828
1.110320,-0.367809
1.099500,-0.415420
1.082380,-0.468649
1.058230,-0.528777
1.022360,-0.601964
0.966787,-0.694838
0.893742,-0.800343
0.771231,-0.864645
0.603997,-0.866689
1.022600,-0.002035
1.024770,-0.007003
1.028420,-0.010970
1.033720,-0.016202
1.040370,-0.021074
1.048300,-0.026941
1.057540,-0.033936
1.067400,-0.042923
1.077750,-0.053780
1.087980,-0.066047
1.098130,-0.081475
1.107570,-0.098206
1.115490,-0.118159
1.122380,-0.140298
1.127660,-0.164982
1.131210,-0.191573
1.133130,-0.220306
1.133790,-0.252455
1.133110,-0.287580
1.130940,-0.326617
1.127050,-0.370228
1.120550,-0.420127
1.109710,-0.476705
1.092630,-0.541408
1.074770,-0.620794
1.044390,-0.701574
0.975069,-0.749341
0.896939,-0.849524
0.745252,-1.022200
1.022680,-0.002045
1.025040,-0.006943
1.028590,-0.011078
1.033850,-0.016169
1.040650,-0.021061
1.048580,-0.026852
1.057830,-0.033954
1.068240,-0.042054
1.078800,-0.052898
1.089400,-0.065499
1.099920,-0.080689
1.109650,-0.098026
1.118420,-0.117579
1.125930,-0.139928
1.131890,-0.164512
1.136170,-0.191185
1.139190,-0.220217
1.141320,-0.252692
1.142750,-0.287930
1.142490,-0.327750
1.141660,-0.371821
1.139420,-0.422476
1.135320,-0.481261
1.127210,-0.547411
1.116420,-0.630221
1.092220,-0.736158
1.032610,-0.876767
0.974038,-1.137340
0.707599,-1.265120
0.998610,-0.003743
0.998881,-0.003767
0.999579,-0.003620
0.999718,-0.003636
0.999626,-0.003480
0.998951,-0.003368
0.998704,-0.003211
0.997955,-0.003051
0.997529,-0.002934
0.995955,-0.002763
0.994646,-0.002782
0.992780,-0.002661
0.990822,-0.002677
0.988846,-0.002525
0.986877,-0.002461
0.984915,-0.002363
0.982953,-0.002269
0.981124,-0.002163
0.980195,-0.002019
0.998042,-0.002670
0.997302,-0.002514
0.997209,-0.002237
0.997213,-0.002145
0.997208,-0.001870
0.997156,-0.001808
0.997332,-0.001536
0.998133,-0.001260
0.999129,-0.001159
1.000190,-0.000867
1.001990,-0.000807
1.003890,-0.000531
1.005830,-0.000389
1.007840,-0.000274
1.009780,-0.000120
1.011710,-0.000066
1.013580,0.000003
1.015140,0.000008
1.015290,-0.000107
0.992897,-0.015652
0.992845,-0.015215
0.992849,-0.014939
0.992889,-0.014680
0.992822,-0.014227
0.992670,-0.014007
0.991929,-0.013766
0.991671,-0.013381
0.990829,-0.013158
0.989855,-0.012870
0.988923,-0.012484
0.987911,-0.012227
0.986814,-0.011711
0.985088,-0.011419
0.984007,-0.010926
0.983002,-0.010825
0.982295,-0.010212
0.982305,-0.009962
0.982536,-0.009208
0.989879,-0.015840
0.989830,-0.015391
0.989757,-0.015182
0.989166,-0.014716
0.989769,-0.014660
0.989959,-0.014154
0.990044,-0.013822
0.990807,-0.013490
0.991095,-0.012914
0.991980,-0.012780
0.993114,-0.012138
0.994926,-0.011946
0.996205,-0.011204
0.997915,-0.010956
0.999165,-0.010167
1.000810,-0.009861
1.001110,-0.009022
1.001670,-0.008729
1.000900,-0.007925
0.983741,-0.026303
0.983621,-0.025530
0.982836,-0.024994
0.982629,-0.024053
0.982567,-0.023522
0.981844,-0.022715
0.981583,-0.022169
0.980728,-0.021355
0.979684,-0.020694
0.978738,-0.019954
0.977582,-0.019162
0.975900,-0.018546
0.974605,-0.017771
0.972895,-0.017070
0.971581,-0.016525
0.970047,-0.015887
0.969794,-0.015202
0.969854,-0.014715
0.970173,-0.013990
0.977820,-0.029871
0.977091,-0.029355
0.976961,-0.029032
0.976789,-0.028226
0.976110,-0.027925
0.975938,-0.027090
0.975979,-0.026792
0.976114,-0.025903
0.976823,-0.025494
0.977092,-0.024850
0.978088,-0.024147
0.979239,-0.023564
0.981022,-0.022687
0.982394,-0.021973
0.984215,-0.021095
0.985222,-0.020135
0.985555,-0.019045
0.985532,-0.017787
0.984656,-0.016694
0.969862,-0.038340
0.969595,-0.037131
0.968876,-0.036044
0.968689,-0.034847
0.967926,-0.033651
0.967628,-0.032654
0.966766,-0.031495
0.965746,-0.030436
0.964737,-0.029139
0.963519,-0.027802
0.961672,-0.026702
0.959633,-0.025395
0.957467,-0.024251
0.954602,-0.022905
0.952392,-0.021702
0.950256,-0.020586
0.948248,-0.019650
0.947122,-0.018813
0.947031,-0.018207
0.960765,-0.045243
0.959999,-0.044515
0.959692,-0.043586
0.958825,-0.042872
0.957973,-0.042022
0.957729,-0.041180
0.956958,-0.040233
0.956826,-0.039350
0.956859,-0.038356
0.956857,-0.037369
0.956986,-0.036369
0.957866,-0.035360
0.959041,-0.034352
0.960965,-0.033275
0.963118,-0.032021
0.965085,-0.030837
0.966414,-0.029149
0.967467,-0.027653
0.967563,-0.025669
0.952619,-0.054269
0.951593,-0.052851
0.950699,-0.051162
0.949628,-0.049448
0.948551,-0.047856
0.947623,-0.046038
0.946606,-0.044511
0.945517,-0.042596
0.943896,-0.040848
0.942704,-0.038739
0.940825,-0.036921
0.938878,-0.034943
0.936635,-0.033005
0.933535,-0.031062
0.929711,-0.029250
0.926201,-0.027305
0.922204,-0.025866
0.919167,-0.024273
0.917576,-0.023202
0.940789,-0.064128
0.939488,-0.062991
0.937759,-0.061759
0.936651,-0.060303
0.935682,-0.058977
0.934609,-0.057599
0.933603,-0.056019
0.932672,-0.054845
0.931580,-0.053153
0.930753,-0.051946
0.930476,-0.050298
0.930619,-0.049135
0.931771,-0.047449
0.933653,-0.046164
0.935836,-0.044368
0.938929,-0.042778
0.941876,-0.040709
0.944229,-0.038756
0.946276,-0.036149
0.930797,-0.075751
0.928995,-0.073746
0.927098,-0.071379
0.925825,-0.068978
0.924149,-0.066730
0.923036,-0.064128
0.921715,-0.061929
0.919921,-0.059170
0.918568,-0.056775
0.916846,-0.054140
0.915591,-0.051360
0.913504,-0.048752
0.910701,-0.045835
0.907581,-0.043115
0.903500,-0.040282
0.898535,-0.037607
0.893283,-0.034846
0.887998,-0.032540
0.883642,-0.030446
0.917580,-0.087852
0.914906,-0.086046
0.912751,-0.084166
0.910855,-0.082165
0.908814,-0.080025
0.907003,-0.078073
0.905695,-0.075845
0.903831,-0.073792
0.902461,-0.071492
0.900702,-0.069267
0.899883,-0.066913
0.899712,-0.064780
0.899752,-0.062507
0.900720,-0.060533
0.902574,-0.058289
0.905625,-0.056079
0.909726,-0.053862
0.914140,-0.051188
0.918146,-0.048103
0.905006,-0.103163
0.902189,-0.100290
0.900050,-0.097253
0.897279,-0.094038
0.895025,-0.090900
0.892994,-0.087508
0.891079,-0.084318
0.889127,-0.080472
0.887780,-0.077065
0.885694,-0.073295
0.883581,-0.069528
0.881590,-0.065646
0.879327,-0.061676
0.876507,-0.057701
0.873236,-0.053719
0.868200,-0.049475
0.861934,-0.045424
0.854136,-0.041780
0.846972,-0.038266
0.889890,-0.117903
0.886443,-0.115006
0.882715,-0.112142
0.879645,-0.108881
0.877195,-0.105828
0.874198,-0.102574
0.871489,-0.099089
0.869536,-0.095839
0.867557,-0.092138
0.865584,-0.088866
0.864150,-0.085298
0.862561,-0.082159
0.862291,-0.078732
0.862379,-0.075602
0.863589,-0.072615
0.866467,-0.069494
0.870676,-0.066512
0.876455,-0.063447
0.882856,-0.059987
0.874031,-0.137375
0.869955,-0.133213
0.866024,-0.128723
0.862899,-0.124284
0.859910,-0.119715
0.856736,-0.114831
0.853642,-0.109956
0.850869,-0.104979
0.848750,-0.099737
0.846765,-0.094500
0.845442,-0.089077
0.843374,-0.083394
0.841462,-0.078014
0.839380,-0.072115
0.837025,-0.066484
0.833063,-0.060608
0.827181,-0.054687
0.819609,-0.048913
0.809586,-0.043891
0.856191,-0.155662
0.850999,-0.151428
0.846050,-0.146515
0.841819,-0.141629
0.837691,-0.136241
0.833798,-0.130764
0.830314,-0.125043
0.827066,-0.119484
0.824185,-0.113767
0.822180,-0.108294
0.820457,-0.102503
0.819153,-0.097243
0.818168,-0.091834
0.818237,-0.087165
0.819218,-0.082408
0.821298,-0.078159
0.825503,-0.074464
0.832647,-0.070551
0.842193,-0.067106
0.836410,-0.180914
0.830272,-0.174620
0.824219,-0.167866
0.819015,-0.161334
0.813869,-0.153765
0.809068,-0.146573
0.805612,-0.138561
0.801982,-0.130728
0.799685,-0.122363
0.797540,-0.114431
0.795611,-0.106055
0.794642,-0.097911
0.794066,-0.089337
0.793331,-0.081145
0.792987,-0.072529
0.791590,-0.064360
0.788396,-0.056009
0.783022,-0.048197
0.774051,-0.040642
0.814676,-0.204757
0.806459,-0.197974
0.799049,-0.190282
0.791821,-0.182045
0.785080,-0.173020
0.779679,-0.163787
0.774742,-0.153856
0.770420,-0.143979
0.767377,-0.133843
0.765173,-0.123884
0.763746,-0.114147
0.762900,-0.104706
0.763498,-0.095678
0.764340,-0.087470
0.766491,-0.079885
0.770374,-0.073544
0.776427,-0.067938
0.785703,-0.063614
0.799019,-0.059831
0.789660,-0.238604
0.779567,-0.228825
0.769515,-0.218359
0.760443,-0.206926
0.752167,-0.195026
0.745046,-0.182615
0.738935,-0.169570
0.734630,-0.156072
0.731393,-0.142537
0.729348,-0.128858
0.728403,-0.115220
0.729075,-0.101795
0.731038,-0.088353
0.733913,-0.075639
0.737552,-0.063075
0.741276,-0.051072
0.744057,-0.039608
0.744519,-0.028381
0.740346,-0.018513
0.763825,-0.272293
0.749046,-0.261720
0.735923,-0.249321
0.723676,-0.235363
0.713259,-0.220380
0.704068,-0.204076
0.696662,-0.187181
0.691015,-0.169542
0.687428,-0.151566
0.685144,-0.133822
0.684961,-0.116377
0.686764,-0.099499
0.690375,-0.083347
0.695289,-0.068541
0.702185,-0.055161
0.710993,-0.044010
0.722160,-0.034973
0.737162,-0.028536
0.757521,-0.024979
0.733358,-0.318426
0.715093,-0.304138
0.697293,-0.287603
0.681639,-0.269700
0.667374,-0.249806
0.655485,-0.228542
0.646277,-0.206209
0.639125,-0.183167
0.634933,-0.159463
0.633365,-0.135943
0.634315,-0.112458
0.637999,-0.089668
0.644075,-0.067286
0.652692,-0.046208
0.663512,-0.026377
0.676152,-0.008068
0.688694,0.009045
0.701068,0.024457
0.709202,0.038561
0.703868,-0.366714
0.677516,-0.350574
0.654176,-0.331497
0.633260,-0.308920
0.614857,-0.283770
0.599502,-0.256620
0.587497,-0.227804
0.578862,-0.198043
0.573694,-0.167408
0.572212,-0.136917
0.574060,-0.106252
0.579618,-0.076799
0.588327,-0.048314
0.600913,-0.022249
0.616645,0.001838
0.635145,0.021508
0.658408,0.037218
0.685268,0.047918
0.719476,0.051371
0.668223,-0.431231
0.635571,-0.410719
0.604918,-0.385145
0.577219,-0.355855
0.553824,-0.323410
0.534377,-0.288494
0.519116,-0.251642
0.508744,-0.213885
0.502571,-0.175042
0.501039,-0.136026
0.503893,-0.097416
0.511788,-0.059085
0.524280,-0.022564
