Ux,Uy,p
1.055520,0.087484,0.056903
0.982919,-0.153991,0.023664
1.020190,0.315153,0.054194
0.922577,-0.416930,0.046343
1.004580,0.036805,0.088227
0.923573,-0.581111,-0.015057
1.234360,-0.162005,0.012188
1.136670,-0.262748,0.088504
0.776959,0.056252,0.058535
1.152790,-0.099267,0.090543
0.982785,-0.040934,0.104517
0.976546,-0.216073,0.103421
0.970250,-0.279253,0.106390
0.942060,-0.077696,0.124093
1.111840,-0.184588,0.120513
1.048600,0.002810,0.132954
1.032410,-0.141057,0.133509
0.946496,-0.059737,0.138009
0.931872,-0.124893,0.144744
0.829486,-0.081400,0.148744
0.975492,-0.098579,0.152379
1.032460,-0.130365,0.149690
1.030180,-0.172317,0.146301
1.076450,-0.178481,0.145091
1.096510,-0.180449,0.144988
1.084020,-0.175260,0.145094
1.059700,-0.170962,0.145327
1.033070,-0.166379,0.145730
1.008610,-0.162354,0.146366
1.044590,-0.029316,0.072207
0.901005,-0.036733,0.021693
1.047250,0.217929,0.080823
1.073370,-0.195113,0.031754
1.074800,-0.115812,0.092069
1.053430,-0.369318,0.014053
0.977081,-0.423648,0.032961
0.955245,-0.045093,0.087639
0.825398,0.024781,0.091608
1.118560,-0.217344,0.089094
1.060220,-0.025248,0.097944
1.183700,-0.155286,0.093625
0.985222,-0.055114,0.071916
0.874301,-0.198976,0.089767
0.897059,-0.004861,0.112693
0.933420,0.030994,0.154262
1.026840,0.114991,0.142296
0.924322,0.062661,0.153874
0.995348,0.039086,0.155681
0.939144,-0.018829,0.158678
1.067720,-0.064529,0.161426
1.154150,-0.043506,0.158432
1.124250,-0.047501,0.156739
1.082530,-0.040083,0.153481
1.045990,-0.035543,0.151077
1.014950,-0.026287,0.149569
0.991354,-0.020146,0.148938
0.973631,-0.014613,0.148888
0.959368,-0.011745,0.149325
1.075030,-0.367317,0.068967
0.810796,0.004909,-0.004326
1.083870,-0.055618,0.063968
1.120150,-0.038570,0.024128
1.047540,-0.029084,0.086111
1.182000,0.192811,0.001386
0.965000,-0.254372,0.005371
0.746452,0.068989,0.040358
0.962987,0.107228,0.125374
1.188520,-0.122548,0.066408
0.913411,-0.050203,0.066479
1.018580,0.111287,0.099568
1.069310,0.221604,0.049572
0.853135,0.107468,0.073787
0.759402,0.260101,0.101148
0.831996,0.168262,0.125339
1.044490,0.234179,0.131887
1.100640,0.049576,0.150618
1.115180,0.017448,0.152352
1.088300,-0.039976,0.153692
0.999737,-0.029841,0.154734
0.983840,0.011707,0.156197
1.018050,0.048918,0.155121
1.031720,0.067651,0.154670
1.022510,0.072516,0.155128
1.002970,0.073195,0.155832
0.986147,0.070706,0.156883
0.975529,0.067248,0.158118
0.968733,0.063376,0.159192
1.185100,-0.224516,0.040605
0.771322,-0.032173,-0.034924
1.100120,-0.258295,0.054079
1.065840,0.107574,0.019746
0.922776,0.104959,0.043432
1.256440,0.396084,-0.018401
1.046680,-0.004542,0.032073
0.649387,0.183064,-0.008369
0.996946,0.078657,0.109194
1.276080,0.229588,0.020110
0.844798,0.109719,0.065270
0.864731,0.207494,0.088317
1.050370,0.283399,0.078913
0.771217,0.316969,0.078949
0.820954,0.326289,0.070912
0.950365,0.148303,0.088034
1.268390,0.076551,0.099688
1.338530,0.007434,0.119308
1.181410,-0.002873,0.123476
1.067350,0.025679,0.134785
0.938062,0.053887,0.142636
0.921202,0.041438,0.151211
0.962451,0.044287,0.155473
1.000800,0.051620,0.159300
1.019600,0.056509,0.162433
1.023130,0.057953,0.164998
1.021460,0.055598,0.166980
1.018320,0.051308,0.168653
1.012470,0.046911,0.170041
1.167040,0.320215,0.051814
0.857663,-0.043383,0.004027
1.005930,-0.382212,0.065304
0.979832,0.374905,0.014495
0.899461,0.049873,0.022128
1.280690,0.167910,-0.013829
1.058940,0.251673,0.078827
0.718679,0.152444,0.025067
0.919211,-0.119343,0.076287
1.208220,0.335659,0.029101
0.931155,0.140137,0.120778
0.833232,0.040209,0.080585
0.974493,0.173851,0.101508
0.762699,0.123911,0.077116
1.015340,0.122630,0.042273
1.167710,-0.081157,0.081000
1.264810,-0.080402,0.103844
1.248400,0.055756,0.127826
1.089270,0.106051,0.132245
0.968332,0.145998,0.138980
0.982866,0.125033,0.149153
1.001540,0.069695,0.155923
0.979146,0.039280,0.160160
0.976608,0.033122,0.163388
0.987476,0.038129,0.167352
1.003090,0.045347,0.170615
1.017270,0.049387,0.173282
1.024430,0.051466,0.175576
1.021290,0.052809,0.177473
1.065000,0.496364,0.061469
1.048160,-0.028879,0.024753
0.879909,-0.413746,0.054149
0.901325,0.397152,0.011274
1.023360,-0.188048,0.021783
1.142090,-0.084934,0.022206
1.036110,0.379342,0.090863
0.919352,-0.023303,0.070917
0.817380,-0.252352,0.062130
1.096140,0.123843,0.058245
1.085280,-0.004852,0.122892
0.806038,-0.145315,0.080654
0.961232,-0.025156,0.123888
0.813829,-0.230848,0.072056
1.118760,-0.141901,0.047482
1.229310,-0.229519,0.105523
1.032770,-0.060114,0.131772
1.023530,0.062876,0.141330
1.024410,0.141380,0.140364
1.007520,0.117837,0.143640
1.116650,0.113542,0.148517
1.121960,0.077476,0.159399
1.050640,0.073889,0.165141
0.987472,0.070957,0.170526
0.970862,0.074346,0.175129
0.984439,0.075993,0.179402
1.002110,0.077256,0.183246
1.009790,0.079273,0.186503
1.005070,0.081287,0.189392
1.009460,0.217988,0.048358
1.218120,0.053567,-0.018147
0.808579,-0.349097,0.030825
0.891620,0.053806,0.010957
1.137490,-0.314339,0.006015
0.961696,-0.143140,0.024295
1.037560,0.240754,0.077688
1.128210,-0.161691,0.045668
0.756253,-0.221504,0.039941
1.017410,-0.066866,0.081003
1.181860,-0.065402,0.069696
0.823401,-0.154398,0.079860
1.042590,-0.163175,0.137856
0.883555,-0.430397,0.089865
1.051180,-0.351291,0.088304
1.061510,-0.261979,0.132749
0.856723,-0.069391,0.127811
0.937503,-0.057255,0.127604
1.025340,-0.004534,0.130544
1.012350,-0.038490,0.143406
1.101970,0.016722,0.143608
1.093550,0.016985,0.160988
1.011370,0.047106,0.167121
0.965080,0.044503,0.174809
0.968840,0.041594,0.179409
0.984900,0.037784,0.183840
0.995208,0.038724,0.187847
0.997619,0.041437,0.191442
0.997000,0.043593,0.194550
0.977463,-0.054941,0.038294
1.278890,0.146131,-0.041877
0.839221,-0.183549,0.030412
0.891732,-0.321699,0.020868
1.128330,-0.172867,0.010711
0.880223,-0.067907,0.004751
1.052540,-0.042296,0.074346
1.212700,-0.101277,0.013581
0.745313,-0.116568,0.016952
0.961293,-0.148530,0.094801
1.174520,0.073752,0.045334
0.884407,0.002485,0.081476
1.191620,-0.151330,0.136130
1.003660,-0.409382,0.088320
0.960185,-0.422315,0.085918
0.862194,-0.273029,0.124140
0.782968,-0.175500,0.112410
0.918362,-0.165780,0.112422
1.005190,-0.143010,0.125337
0.951843,-0.127573,0.138198
1.024780,-0.075215,0.146830
1.048690,-0.049245,0.162553
1.003160,-0.029100,0.171063
1.005380,-0.036851,0.179129
1.006060,-0.050549,0.185686
0.998135,-0.058722,0.191898
0.990675,-0.059341,0.196517
0.988016,-0.057292,0.200181
0.993955,-0.054740,0.203202
0.966902,-0.106268,0.035655
1.256190,0.097220,-0.013662
0.936061,0.086061,0.022811
0.878857,-0.406346,0.022643
1.043390,0.073776,0.033271
0.913890,0.059311,0.011843
1.048590,-0.237441,0.073298
1.179500,0.088638,0.019483
0.803401,-0.041773,0.026046
0.868602,-0.186638,0.091469
1.080490,0.276383,0.040021
0.988084,0.162917,0.074125
1.361700,-0.084817,0.104707
1.132170,-0.283749,0.061199
0.922630,-0.350867,0.049866
0.757727,-0.242916,0.087683
0.750579,-0.248371,0.094752
0.902776,-0.195286,0.104021
0.972935,-0.210304,0.119513
0.908540,-0.167692,0.130745
0.975222,-0.176453,0.142381
0.993614,-0.145788,0.156002
0.984735,-0.150030,0.166271
1.025810,-0.154437,0.177679
1.023760,-0.171083,0.188477
1.003860,-0.173623,0.197157
0.978909,-0.173491,0.203677
0.968241,-0.168779,0.208826
0.968970,-0.162535,0.213038
0.981913,-0.012887,0.033561
1.211450,-0.067936,0.012650
0.999247,0.343944,0.012677
0.884960,-0.188222,0.012900
0.955638,0.250472,0.043271
1.016040,0.173978,0.019577
1.022390,-0.241183,0.068381
1.121490,0.223403,0.029739
0.918671,-0.035177,0.037179
0.745134,-0.156379,0.062806
0.964435,0.335219,0.011134
1.137780,0.182736,0.023633
1.502790,-0.101304,0.051884
1.210050,-0.160664,0.036414
0.913565,-0.232955,0.027776
0.734497,-0.173788,0.066736
0.739732,-0.259898,0.084681
0.893677,-0.198622,0.095874
0.954076,-0.247500,0.113280
0.906167,-0.196545,0.123017
0.979006,-0.236599,0.136118
0.990813,-0.198989,0.150121
1.021200,-0.217800,0.163781
1.079110,-0.211478,0.177327
1.057120,-0.229513,0.191023
1.018650,-0.230054,0.201747
0.977032,-0.236601,0.210260
0.950557,-0.235721,0.216977
0.935719,-0.232752,0.222573
0.996554,0.082164,0.037983
1.167230,-0.181959,0.029674
0.988509,0.440956,0.008839
0.907317,0.118405,0.007823
0.903352,0.307231,0.028525
1.118290,0.225263,0.003921
0.999889,-0.135367,0.065355
1.092730,0.222207,0.024054
1.019360,-0.081399,0.032878
0.643005,-0.076757,0.020582
0.892520,0.215419,-0.038694
1.298180,0.066955,-0.049605
1.571710,-0.213443,0.017351
1.216980,-0.064085,0.019671
0.920729,-0.140586,0.029955
0.769350,-0.118247,0.065088
0.762659,-0.263847,0.082067
0.907121,-0.226400,0.091704
0.950133,-0.306307,0.109181
0.909872,-0.262657,0.118136
0.976608,-0.310678,0.132622
0.958733,-0.271186,0.147566
0.996591,-0.289426,0.161265
1.059850,-0.258211,0.176080
1.045560,-0.268307,0.190302
1.023270,-0.253419,0.202485
0.984134,-0.259755,0.212651
0.951275,-0.259746,0.221326
0.928580,-0.262725,0.228764
1.004810,0.097854,0.043424
1.128310,-0.166405,0.046262
0.943665,0.365767,0.004928
0.926662,0.325933,0.007604
0.898486,0.244697,0.009095
1.182400,0.195395,-0.010035
0.996201,-0.042286,0.061665
1.099210,0.122924,0.013878
1.066220,-0.135476,0.028810
0.580246,-0.016707,-0.015348
0.881663,0.027980,-0.073218
1.426670,-0.094837,-0.091884
1.551120,-0.309642,0.013435
1.164300,0.015672,0.003774
0.950848,-0.086533,0.043463
0.841941,-0.100225,0.069121
0.818208,-0.284942,0.080510
0.949439,-0.276002,0.086456
0.964785,-0.378762,0.101607
0.916128,-0.336941,0.110787
0.973368,-0.368347,0.125600
0.945549,-0.306553,0.143074
0.988807,-0.314886,0.159509
1.062060,-0.262431,0.176585
1.040140,-0.268252,0.192648
1.018740,-0.242137,0.205519
0.994470,-0.249307,0.217627
0.966725,-0.249651,0.227664
0.945820,-0.256159,0.236343
1.014380,0.039393,0.042337
1.105140,-0.070731,0.058836
0.895803,0.213893,-0.004859
0.942279,0.366057,0.004773
0.923582,0.091701,-0.005077
1.207590,0.096398,-0.015058
1.003750,-0.010405,0.061157
1.125190,0.000038,0.004811
1.075200,-0.152760,0.026482
0.556837,0.002148,-0.036335
0.917257,-0.132658,-0.078548
1.507530,-0.243197,-0.098978
1.464100,-0.293872,0.025330
1.094390,0.077050,-0.008845
1.004270,-0.060550,0.056630
0.932821,-0.114363,0.070474
0.887291,-0.313984,0.077032
1.006480,-0.321394,0.077191
0.991086,-0.436582,0.088755
0.916067,-0.404002,0.098820
0.939111,-0.431220,0.116562
0.898995,-0.356045,0.135499
0.918862,-0.367562,0.153842
0.986172,-0.295881,0.172185
0.977706,-0.293321,0.191253
0.985008,-0.257127,0.206996
0.987693,-0.254766,0.221889
0.970122,-0.244816,0.234105
0.958553,-0.245665,0.244721
1.019260,-0.037861,0.041178
1.097650,0.027266,0.061720
0.859720,0.060386,-0.010541
0.961141,0.258509,-0.002141
0.954660,-0.095553,-0.004756
1.206830,-0.044452,-0.015024
1.010610,-0.024564,0.061485
1.149010,-0.094001,0.000941
1.058900,-0.119771,0.028320
0.566765,-0.001893,-0.039295
0.977550,-0.233485,-0.054908
1.536410,-0.364100,-0.094407
1.344880,-0.192063,0.029627
1.049790,0.107410,-0.008291
1.070970,-0.055891,0.058494
1.026160,-0.144967,0.066499
0.950310,-0.337381,0.067439
1.059360,-0.343390,0.062976
1.020340,-0.455085,0.070027
0.919464,-0.427763,0.080405
0.897122,-0.456152,0.099522
0.862163,-0.353126,0.120727
0.888156,-0.367411,0.142370
0.965549,-0.301443,0.165582
0.971392,-0.305778,0.189425
0.964850,-0.276269,0.209003
0.967053,-0.269527,0.227674
0.954730,-0.254806,0.243114
0.947806,-0.247004,0.256438
1.017070,-0.083585,0.044002
1.095110,0.086276,0.063503
0.847140,-0.072308,-0.013039
0.979930,0.064763,-0.004922
0.982140,-0.254319,0.000849
1.190030,-0.194737,-0.008660
1.010860,-0.055963,0.057510
1.159210,-0.141248,0.000097
1.030480,-0.056459,0.033034
0.598455,-0.012321,-0.030584
1.048460,-0.275916,-0.016666
1.521180,-0.440542,-0.082188
1.212550,-0.095412,0.024530
1.041910,0.101158,-0.010134
1.141500,-0.068862,0.048359
1.112420,-0.176918,0.055131
0.999481,-0.348599,0.051681
1.098420,-0.339428,0.044465
1.045100,-0.436962,0.046360
0.930373,-0.409074,0.056420
0.854373,-0.459672,0.076880
0.819825,-0.365093,0.100777
0.853865,-0.409593,0.125177
0.903898,-0.366733,0.151728
0.911306,-0.368506,0.179652
0.912203,-0.335902,0.205354
0.925961,-0.318369,0.229935
0.914060,-0.291082,0.250542
0.908661,-0.272273,0.268132
1.015270,-0.080159,0.044912
1.095520,0.103434,0.066061
0.857239,-0.180467,-0.013458
0.993029,-0.150520,-0.008169
1.003220,-0.341475,0.009077
1.163700,-0.324182,-0.000712
1.000740,-0.085697,0.050074
1.157480,-0.149115,0.000874
1.007260,0.005524,0.036514
0.640428,-0.024826,-0.017535
1.118570,-0.278346,0.017625
1.485200,-0.439179,-0.070127
1.088920,-0.046337,0.000016
1.058510,0.069370,-0.013495
1.208370,-0.094883,0.030361
1.186540,-0.200259,0.036031
1.033990,-0.347741,0.030281
1.122890,-0.316952,0.022648
1.061420,-0.399985,0.021649
0.950714,-0.364833,0.030840
0.832533,-0.434924,0.051412
0.805444,-0.354305,0.076629
0.871486,-0.407402,0.103925
0.920600,-0.381329,0.134626
0.932725,-0.395833,0.169791
0.903895,-0.377550,0.201180
0.886702,-0.361259,0.230266
0.865149,-0.336491,0.255824
0.856808,-0.315200,0.278147
1.014140,-0.039696,0.043564
1.104020,0.095073,0.065060
0.881259,-0.259161,-0.011578
1.000090,-0.342010,-0.008446
1.013850,-0.345744,0.018577
1.139290,-0.409775,0.005464
0.979105,-0.106851,0.042122
1.148310,-0.138932,0.002818
0.991077,0.045195,0.038711
0.684910,-0.038056,-0.004506
1.173470,-0.270539,0.038299
1.445710,-0.340635,-0.062138
0.999169,-0.025673,-0.033014
1.083360,0.030456,-0.018403
1.264020,-0.126206,0.010823
1.245400,-0.210590,0.014529
1.053370,-0.338410,0.007249
1.135000,-0.285350,0.001218
1.068810,-0.360349,-0.000939
0.973692,-0.318979,0.006724
0.831293,-0.403925,0.028323
0.814396,-0.368672,0.052850
0.893693,-0.457480,0.081933
0.905101,-0.466257,0.113410
0.881794,-0.481791,0.148164
0.839998,-0.452711,0.183314
0.835382,-0.433101,0.219610
0.815340,-0.404576,0.252557
0.800883,-0.378717,0.281499
1.008940,0.012830,0.044800
1.119710,0.078323,0.061133
0.911667,-0.304511,-0.009975
1.000550,-0.484859,-0.009830
1.014260,-0.283225,0.029533
1.124920,-0.441099,0.007318
0.952101,-0.120042,0.033627
1.134250,-0.132613,0.006193
0.977160,0.059326,0.042006
0.729414,-0.050110,0.008569
1.199610,-0.277230,0.048059
1.407650,-0.164574,-0.055996
0.952798,-0.008135,-0.055455
1.110550,-0.002771,-0.023394
1.305150,-0.156875,-0.004992
1.288270,-0.207808,-0.005991
1.060280,-0.324503,-0.014184
1.138440,-0.252609,-0.018763
1.071690,-0.326592,-0.020510
0.994850,-0.285042,-0.014643
0.850517,-0.375941,0.005840
0.852334,-0.383498,0.027273
0.941100,-0.473961,0.052408
0.938203,-0.474380,0.082808
0.915735,-0.487823,0.121594
0.867553,-0.486650,0.163253
0.827346,-0.488273,0.204256
0.778670,-0.470698,0.242063
0.758047,-0.455865,0.277644
1.001240,0.054317,0.045300
1.136460,0.063696,0.056001
0.944681,-0.316740,-0.008880
0.992267,-0.569632,-0.008860
1.008710,-0.184953,0.039531
1.119800,-0.422713,0.007789
0.927950,-0.126736,0.023829
1.119230,-0.142224,0.009734
0.965757,0.055887,0.043668
0.774433,-0.059151,0.021349
1.193730,-0.300636,0.051801
1.369830,0.037665,-0.048562
0.946262,0.008626,-0.058703
1.139950,-0.026759,-0.026750
1.333630,-0.184055,-0.017326
1.317970,-0.194552,-0.024113
1.061420,-0.308302,-0.033070
1.138300,-0.224275,-0.036669
1.075970,-0.301217,-0.038635
1.014250,-0.265082,-0.035046
0.885191,-0.356332,-0.016507
0.904768,-0.407007,-0.000665
0.981146,-0.510391,0.021709
0.944135,-0.543529,0.048905
0.890479,-0.586869,0.083497
0.817310,-0.586958,0.122114
0.780352,-0.576718,0.167844
0.750024,-0.564456,0.216067
0.722820,-0.548107,0.261815
0.995062,0.071758,0.045187
1.151100,0.056587,0.054153
0.978005,-0.299652,-0.011197
0.977585,-0.597326,-0.007925
0.999165,-0.081240,0.046006
1.121370,-0.368583,0.008593
0.910793,-0.127121,0.014828
1.106420,-0.167374,0.011848
0.956408,0.045194,0.042443
0.818820,-0.063870,0.033439
1.165210,-0.322482,0.050154
1.331460,0.211352,-0.038490
0.969584,0.015429,-0.048756
1.170560,-0.043053,-0.029056
1.352450,-0.206231,-0.027187
1.338410,-0.174752,-0.040695
1.062310,-0.291307,-0.050267
1.138120,-0.203368,-0.053710
1.083680,-0.283953,-0.056270
1.032400,-0.256527,-0.054981
0.929116,-0.346867,-0.039951
0.964353,-0.431939,-0.031426
1.027500,-0.529779,-0.017374
0.979858,-0.553362,0.001519
0.935696,-0.575679,0.031993
0.882174,-0.591766,0.074445
0.835608,-0.633106,0.126671
0.757930,-0.646997,0.179363
0.700487,-0.641803,0.232706
0.990205,0.063611,0.044772
1.163700,0.058097,0.050839
1.008830,-0.260871,-0.014914
0.961574,-0.577100,-0.009132
0.986222,0.008219,0.051847
1.128270,-0.294729,0.006847
0.901195,-0.121543,0.009272
1.095630,-0.200775,0.012487
0.945910,0.034572,0.039721
0.859383,-0.064486,0.042978
1.125400,-0.325199,0.043921
1.295900,0.324540,-0.029810
1.010560,0.005803,-0.035229
1.199430,-0.054307,-0.031482
1.363760,-0.222669,-0.034928
1.351990,-0.152450,-0.055746
1.064660,-0.274665,-0.064791
1.138600,-0.190248,-0.069509
1.093510,-0.273193,-0.073154
1.049240,-0.255264,-0.074843
0.977373,-0.344999,-0.064488
1.023340,-0.453568,-0.063986
1.067750,-0.545830,-0.059757
1.003220,-0.591922,-0.047362
0.948918,-0.666212,-0.024286
0.873958,-0.735514,0.004597
0.797823,-0.763141,0.048323
0.728280,-0.761150,0.109639
0.682810,-0.764049,0.180703
0.985537,0.035226,0.044860
1.173660,0.068943,0.047391
1.035040,-0.208359,-0.020962
0.946641,-0.522415,-0.010669
0.972145,0.076079,0.056210
1.138770,-0.213946,0.004418
0.898802,-0.111012,0.005678
1.085780,-0.234088,0.013232
0.933207,0.027418,0.036708
0.893959,-0.063182,0.049265
1.082290,-0.305813,0.034084
1.268350,0.373315,-0.024431
1.057160,-0.020097,-0.024748
1.223870,-0.061756,-0.032929
1.368980,-0.233091,-0.040968
1.359750,-0.130948,-0.067582
1.068650,-0.259287,-0.076567
1.139750,-0.183731,-0.083114
1.104010,-0.266925,-0.088855
1.065130,-0.257932,-0.094340
1.026120,-0.347980,-0.090131
1.077120,-0.471119,-0.097428
1.105110,-0.555717,-0.105446
1.043940,-0.609939,-0.105807
1.006900,-0.669300,-0.096447
0.953370,-0.708440,-0.078492
0.906093,-0.772154,-0.040295
0.818058,-0.863968,0.024450
0.689778,-0.881830,0.104063
0.981820,-0.005127,0.045467
1.179400,0.088246,0.045373
1.056290,-0.149780,-0.024673
0.933079,-0.447576,-0.012317
0.959159,0.123454,0.058220
1.150380,-0.134884,0.001121
0.902566,-0.097054,0.003556
1.077050,-0.261322,0.013856
0.920032,0.024383,0.033231
0.922408,-0.062369,0.052503
1.041900,-0.273922,0.023074
1.249720,0.371550,-0.022902
1.100570,-0.056239,-0.018873
1.242840,-0.065893,-0.034146
1.370290,-0.237954,-0.045493
1.363300,-0.112169,-0.076132
1.074590,-0.245568,-0.085810
1.141950,-0.181929,-0.095047
1.114690,-0.263409,-0.103113
1.080480,-0.262331,-0.113062
1.072610,-0.353086,-0.115605
1.124700,-0.483308,-0.130823
1.139440,-0.558256,-0.149779
1.084610,-0.626168,-0.165753
1.049860,-0.717668,-0.167388
0.991026,-0.845196,-0.164104
0.924356,-0.990433,-0.169622
0.787842,-1.049270,-0.144820
0.634636,-1.043580,-0.041900
0.979718,-0.050554,0.045123
1.180800,0.114910,0.044064
1.073700,-0.090530,-0.026670
0.921667,-0.364346,-0.013784
0.947721,0.154864,0.058172
1.161180,-0.062153,-0.000539
0.910836,-0.081095,0.003058
1.069940,-0.279816,0.013855
0.907669,0.024708,0.029323
0.945356,-0.063439,0.053349
1.007830,-0.240718,0.011729
1.238460,0.337374,-0.023237
1.136890,-0.096266,-0.016337
1.256570,-0.066633,-0.035615
1.369950,-0.238088,-0.049445
1.364640,-0.096918,-0.083119
1.082540,-0.233700,-0.093320
1.145270,-0.183183,-0.106055
1.125200,-0.261463,-0.116440
1.095280,-0.267350,-0.130321
1.115130,-0.358435,-0.140036
1.165660,-0.490708,-0.163392
1.169730,-0.556663,-0.191675
1.127730,-0.638266,-0.222779
1.119850,-0.744032,-0.250841
1.087390,-0.846508,-0.273351
1.035230,-0.913754,-0.310596
0.951831,-1.051430,-0.353657
0.773259,-1.231180,-0.258570
0.978638,-0.095532,0.044540
1.179290,0.146988,0.042905
1.088080,-0.034415,-0.029081
0.913047,-0.281429,-0.014709
0.937772,0.175218,0.057881
1.170420,0.002135,-0.002027
0.921760,-0.064549,0.003189
1.064160,-0.289204,0.013312
0.896375,0.027398,0.025430
0.963597,-0.066486,0.052966
0.980975,-0.212990,0.000902
1.232910,0.286797,-0.024380
1.165180,-0.134439,-0.016103
1.265570,-0.064325,-0.037158
1.369290,-0.234527,-0.053531
1.365060,-0.085232,-0.088924
1.091830,-0.223683,-0.099767
1.149230,-0.186161,-0.115453
1.135060,-0.260349,-0.128622
1.109120,-0.272384,-0.146673
1.152740,-0.362789,-0.162382
1.200120,-0.494017,-0.193991
1.197690,-0.552201,-0.230233
1.171200,-0.642351,-0.274560
1.184440,-0.758223,-0.331033
1.153880,-0.894463,-0.381725
1.097620,-1.086060,-0.438824
1.017230,-1.377660,-0.613069
0.704610,-1.427290,-0.737690
1.020750,-0.014681,0.148560
1.010650,-0.014369,0.148983
1.001260,-0.013879,0.149375
0.993273,-0.013384,0.149733
0.987075,-0.012995,0.150045
0.982678,-0.012760,0.150320
0.979836,-0.012682,0.150556
0.978155,-0.012759,0.150778
0.977285,-0.012901,0.150980
0.977031,-0.013043,0.151174
0.977384,-0.013120,0.151365
0.978496,-0.013084,0.151550
0.980579,-0.012902,0.151738
0.983709,-0.012582,0.151919
0.987774,-0.012170,0.152090
0.992534,-0.011680,0.152276
0.997617,-0.011095,0.152459
1.002730,-0.010420,0.152645
1.007690,-0.009598,0.152830
0.969098,0.049269,0.144276
0.974811,0.050447,0.144524
0.983684,0.050549,0.144854
0.994343,0.049823,0.145176
1.005300,0.048484,0.145451
1.015270,0.046671,0.145716
1.023320,0.044473,0.146000
1.028920,0.041914,0.146327
1.031780,0.039010,0.146671
1.031970,0.035721,0.146961
1.029770,0.032080,0.147200
1.025580,0.028181,0.147437
1.019930,0.024202,0.147643
1.013290,0.020320,0.147816
1.005960,0.016742,0.147986
0.997955,0.013689,0.148160
0.989137,0.011241,0.148343
0.979195,0.009450,0.148548
0.968005,0.008355,0.148769
