Ux,Uy,p
0.825018,-0.090119,0.129908
1.012420,0.017241,0.124576
1.159930,0.009587,0.141271
1.086880,-0.027211,0.163299
1.013540,-0.053969,0.174224
0.953391,-0.027302,0.176267
1.002070,-0.030233,0.179752
1.047160,-0.020692,0.182640
1.075240,-0.028032,0.187216
1.080550,-0.032040,0.190917
1.072580,-0.036445,0.193857
1.062400,-0.036995,0.196392
1.052620,-0.036731,0.198473
1.042730,-0.036638,0.200125
0.799783,0.189442,0.098877
1.136730,0.505195,0.018005
1.032200,-0.003521,0.121783
1.403940,0.047090,-0.014203
1.163120,-0.142303,0.016236
0.867196,0.245339,-0.077104
0.852998,-0.103279,0.086772
0.993541,-0.446387,0.067094
0.971222,-0.017695,0.143311
1.021230,0.052639,0.141001
0.959885,-0.187046,0.129941
1.126140,-0.128363,0.121244
0.985215,-0.187737,0.138374
0.645860,-0.168821,0.113177
0.853697,-0.242278,0.134645
0.753830,-0.248807,0.123477
0.874442,-0.223963,0.115434
1.201030,-0.092759,0.129932
1.190800,-0.129693,0.161323
0.998182,-0.105687,0.171322
0.928172,-0.095238,0.178311
0.964625,-0.095906,0.184053
1.008160,-0.080265,0.189213
1.048880,-0.073934,0.193959
1.053820,-0.063959,0.197495
1.040930,-0.057363,0.200513
1.029440,-0.051291,0.202951
1.025230,-0.047403,0.205025
1.025130,-0.045202,0.206815
0.723934,-0.136651,0.048357
1.207230,0.330339,-0.010228
1.127850,-0.359857,0.122180
1.296300,-0.206347,0.007955
1.037760,0.399871,0.059010
0.912645,0.392077,-0.044510
1.050750,0.185352,0.080529
1.024730,-0.027727,0.023551
0.877376,0.035303,0.132837
1.132480,-0.044708,0.133091
1.030500,-0.229366,0.127349
1.060990,-0.138161,0.123414
0.982713,-0.063900,0.124722
0.727038,-0.164200,0.124822
0.916811,-0.222474,0.145470
0.817532,-0.289806,0.135426
0.756969,-0.361343,0.139386
1.027200,-0.244862,0.163456
1.096840,-0.134351,0.180787
0.937984,-0.064020,0.182024
0.931248,-0.054808,0.187444
0.955710,-0.052779,0.192535
0.992791,-0.039617,0.197149
1.032660,-0.037659,0.201233
1.040310,-0.037007,0.204703
1.034070,-0.042224,0.208167
1.030210,-0.048147,0.211284
1.031780,-0.054780,0.214022
1.034100,-0.060586,0.216344
0.725955,-0.396861,0.043636
1.219400,0.039950,0.021606
1.227480,-0.351012,0.109670
1.099690,-0.173383,0.029572
0.900336,0.355685,0.075784
0.988211,0.367699,-0.041032
1.093000,0.382948,0.046168
1.074910,0.341390,0.024969
0.946131,0.186878,0.113097
1.232570,-0.078466,0.117882
1.025560,-0.075803,0.119460
0.969891,-0.005792,0.121957
1.028370,0.059725,0.116644
0.823077,-0.121546,0.127700
0.948232,-0.089921,0.148399
0.947089,-0.165454,0.140034
0.794106,-0.253731,0.152656
0.819450,-0.233270,0.178798
0.882117,-0.091063,0.187455
0.876009,-0.053160,0.185768
0.921096,-0.048098,0.187532
0.917133,-0.051462,0.190976
0.964387,-0.042506,0.193673
1.031870,-0.052312,0.198657
1.064460,-0.058821,0.204220
1.072350,-0.068291,0.209376
1.076730,-0.076885,0.213714
1.079130,-0.085228,0.217351
1.077020,-0.091658,0.220362
0.793940,-0.302907,0.066589
1.185970,-0.172672,0.054853
1.231100,-0.015808,0.097040
1.037910,0.114826,0.011464
0.825292,0.101670,0.071149
0.951860,0.331094,-0.047713
1.053340,0.445025,0.019814
1.122410,0.396828,0.032607
1.088940,0.272996,0.099484
1.299060,-0.073447,0.099871
0.967147,0.118076,0.116485
0.931071,0.050713,0.113143
1.095680,0.125607,0.107893
0.883338,-0.043189,0.124831
0.941659,0.016364,0.140131
1.036500,-0.062994,0.142705
0.851075,-0.100165,0.150435
0.748812,-0.100332,0.164202
0.805025,-0.069749,0.173410
0.888764,-0.103631,0.174911
0.940671,-0.096274,0.180686
0.931678,-0.111922,0.185732
1.006320,-0.104790,0.190263
1.074200,-0.115183,0.199049
1.092990,-0.113949,0.207470
1.098520,-0.113899,0.214600
1.101630,-0.113031,0.220276
1.099350,-0.111458,0.224871
1.091370,-0.108873,0.228505
0.844361,0.032331,0.086858
1.143000,-0.153823,0.067193
1.145190,0.202968,0.106598
1.075060,0.391222,0.001865
0.817884,-0.009418,0.083258
0.870231,0.233646,-0.051662
1.056900,0.300839,-0.012216
1.149740,0.147809,0.020308
1.201370,0.273076,0.066682
1.319180,-0.087932,0.098070
0.935532,0.174037,0.119468
0.950215,-0.048750,0.100776
1.111730,0.113813,0.101620
0.917038,0.012760,0.123463
0.963556,0.019414,0.129202
1.099000,-0.088415,0.145771
0.829366,-0.071899,0.163682
0.758301,-0.062407,0.152418
0.874978,-0.114270,0.163366
0.927071,-0.204913,0.169928
0.943453,-0.180893,0.179058
0.921152,-0.214500,0.186433
0.979980,-0.198506,0.194235
1.040620,-0.191797,0.205379
1.052540,-0.170792,0.215473
1.064840,-0.154126,0.224001
1.064120,-0.137389,0.230983
1.057660,-0.121715,0.236626
1.044830,-0.106933,0.241075
0.826311,0.277175,0.092571
1.145850,0.019963,0.049268
1.060490,0.141894,0.105407
1.125380,0.536978,0.003183
0.868368,0.002611,0.108336
0.833601,0.035165,-0.055528
1.107680,0.025657,-0.034795
1.120770,-0.182035,0.013845
1.232220,0.212195,0.038831
1.336640,-0.164792,0.100891
0.936783,0.093330,0.124769
0.975091,-0.200158,0.091602
1.050200,0.038851,0.102173
0.962212,-0.017032,0.116306
1.030110,-0.087717,0.119096
1.138420,-0.185171,0.143048
0.788464,-0.141310,0.164029
0.795211,-0.159221,0.139739
0.987199,-0.167945,0.149058
0.956875,-0.279948,0.163490
0.946348,-0.212289,0.175105
0.949401,-0.251111,0.188386
0.967666,-0.226189,0.200458
1.007190,-0.209554,0.213377
1.001180,-0.180756,0.224533
1.007990,-0.160709,0.234223
0.999305,-0.140810,0.242495
0.986610,-0.122518,0.249285
0.968961,-0.105686,0.254765
0.782632,0.265971,0.082921
1.192760,0.181343,0.012536
0.991468,0.009026,0.096860
1.137770,0.549661,0.002619
0.958850,0.043511,0.131733
0.844578,-0.188569,-0.045099
1.154930,-0.215628,-0.032501
1.049020,-0.387543,0.013232
1.225080,0.085722,0.025233
1.365200,-0.291285,0.089070
0.944897,-0.012816,0.115057
0.988501,-0.294730,0.091171
0.971264,-0.069445,0.095415
1.026140,-0.117369,0.101079
1.106760,-0.242491,0.107799
1.140110,-0.275558,0.134192
0.778357,-0.221000,0.145377
0.798788,-0.301232,0.125506
1.043270,-0.195795,0.133183
0.966284,-0.309573,0.155049
0.918874,-0.228075,0.168757
0.949592,-0.268265,0.185499
0.905737,-0.241254,0.198734
0.928287,-0.226146,0.212829
0.932358,-0.200487,0.225209
0.948616,-0.184340,0.236795
0.940511,-0.166241,0.246852
0.928250,-0.152574,0.255282
0.912743,-0.141416,0.262225
0.743530,0.101383,0.066498
1.227190,0.267444,-0.017228
0.944379,-0.002170,0.092576
1.129530,0.463059,0.006503
1.068260,0.082731,0.139730
0.887096,-0.365542,-0.023670
1.174630,-0.337207,-0.019815
0.980550,-0.430515,0.009790
1.224060,-0.074902,0.029264
1.374310,-0.386093,0.068873
0.941667,-0.063320,0.089576
1.007980,-0.301492,0.090015
0.925352,-0.166169,0.079889
1.092160,-0.216448,0.089961
1.165320,-0.368977,0.091707
1.094770,-0.328252,0.118860
0.812103,-0.259317,0.123226
0.772070,-0.401056,0.113008
1.017110,-0.222601,0.124464
0.973344,-0.295613,0.146986
0.894841,-0.228427,0.160182
0.960691,-0.252542,0.178834
0.901901,-0.230407,0.195146
0.925054,-0.231677,0.211988
0.924495,-0.220303,0.226134
0.925659,-0.215199,0.238945
0.914737,-0.208405,0.250121
0.906198,-0.204814,0.259755
0.894935,-0.201918,0.267679
0.715953,-0.072280,0.052977
1.229620,0.267417,-0.030016
0.927678,0.109026,0.089220
1.123040,0.335391,0.004591
1.173800,0.128690,0.123658
0.944320,-0.473299,-0.012582
1.169670,-0.346659,-0.011039
0.943692,-0.379937,0.007409
1.230200,-0.212294,0.041691
1.350950,-0.372397,0.055985
0.919667,-0.047922,0.065010
1.043300,-0.239626,0.084348
0.914631,-0.220414,0.066396
1.152070,-0.261012,0.085021
1.204560,-0.423030,0.068844
1.015620,-0.337626,0.096943
0.869272,-0.259677,0.098768
0.759593,-0.427942,0.101848
0.945887,-0.276378,0.117522
0.973002,-0.290460,0.136411
0.885259,-0.264665,0.149642
0.956205,-0.287381,0.169925
0.881487,-0.283759,0.187474
0.891759,-0.295872,0.204215
0.889659,-0.287211,0.220174
0.903567,-0.283866,0.235916
0.900797,-0.275158,0.249660
0.896509,-0.269032,0.261465
0.889426,-0.264268,0.271184
0.709469,-0.198751,0.047423
1.208050,0.183710,-0.029448
0.924702,0.249109,0.087079
1.120670,0.213629,0.002703
1.260400,0.191625,0.100979
1.002340,-0.516428,-0.011683
1.141210,-0.288279,-0.003065
0.937130,-0.299880,0.012752
1.233110,-0.300536,0.050713
1.302550,-0.252432,0.052881
0.894868,-0.001719,0.052838
1.089670,-0.143951,0.074848
0.927537,-0.231375,0.058611
1.199800,-0.249773,0.080130
1.234800,-0.400218,0.040462
0.936753,-0.308008,0.067361
0.919585,-0.246014,0.077916
0.782150,-0.396119,0.090964
0.880429,-0.335233,0.105838
0.963677,-0.302933,0.121235
0.894367,-0.300258,0.136091
0.967017,-0.309530,0.156333
0.911992,-0.309552,0.176656
0.930707,-0.329560,0.197707
0.916275,-0.330897,0.217961
0.905567,-0.330827,0.236091
0.885507,-0.320945,0.251805
0.878497,-0.312008,0.265387
0.868734,-0.300680,0.276809
0.722424,-0.279466,0.049162
1.164330,0.052547,-0.017027
0.921330,0.343339,0.088868
1.122560,0.110296,-0.008620
1.326950,0.271654,0.080896
1.053390,-0.505921,-0.009594
1.097290,-0.203690,0.007023
0.951832,-0.220190,0.028485
1.225070,-0.345714,0.051009
1.240880,-0.102652,0.057079
0.883835,0.026520,0.050163
1.139250,-0.047827,0.061234
0.955964,-0.214228,0.052625
1.227900,-0.212297,0.073873
1.258730,-0.327151,0.013644
0.883488,-0.252570,0.038162
0.954375,-0.230371,0.063021
0.832392,-0.335511,0.079698
0.847820,-0.373370,0.091300
0.947379,-0.325158,0.104270
0.907453,-0.339980,0.119813
0.973265,-0.355142,0.141472
0.923749,-0.377436,0.163799
0.916704,-0.401925,0.185761
0.876121,-0.394839,0.207610
0.866002,-0.383196,0.229305
0.849117,-0.362873,0.249508
0.837853,-0.341231,0.267109
0.823925,-0.319749,0.281883
0.745071,-0.326318,0.056660
1.112470,-0.068234,-0.002353
0.919182,0.363488,0.088735
1.124420,0.021215,-0.021300
1.378350,0.358661,0.060290
1.097500,-0.452099,-0.006217
1.053990,-0.116370,0.011441
0.982032,-0.152002,0.043289
1.207380,-0.360629,0.046612
1.180980,-0.004875,0.061417
0.881151,0.006649,0.050763
1.182580,0.029363,0.043902
0.994323,-0.183785,0.047344
1.236690,-0.175874,0.067712
1.272320,-0.240575,-0.003238
0.858949,-0.188605,0.018482
0.977762,-0.213148,0.052657
0.894326,-0.270040,0.066792
0.851114,-0.386684,0.075500
0.933695,-0.343438,0.086133
0.924015,-0.367274,0.100552
0.990930,-0.375773,0.120091
0.958859,-0.392315,0.143113
0.948905,-0.402088,0.169303
0.901783,-0.398446,0.196558
0.866786,-0.392643,0.222711
0.816338,-0.372519,0.246134
0.790835,-0.352528,0.267103
0.772341,-0.331433,0.285431
0.771238,-0.348949,0.067592
1.066990,-0.136516,0.005742
0.919860,0.317643,0.086746
1.117990,-0.052857,-0.036014
1.414600,0.433295,0.044153
1.138740,-0.364876,-0.003638
1.018370,-0.034930,0.008797
1.021800,-0.098842,0.053798
1.188770,-0.358367,0.041380
1.134480,0.010646,0.060716
0.874531,-0.057257,0.049184
1.209810,0.083633,0.028989
1.036930,-0.148472,0.043419
1.234330,-0.150520,0.060573
1.274180,-0.168270,-0.009471
0.856094,-0.130074,0.008147
0.994001,-0.193694,0.043879
0.956754,-0.212083,0.054039
0.880278,-0.382408,0.060767
0.927775,-0.351440,0.067192
0.939814,-0.385478,0.078224
1.004540,-0.395066,0.096570
0.972811,-0.426868,0.120644
0.933244,-0.446157,0.147409
0.855418,-0.445347,0.175802
0.804461,-0.426204,0.204426
0.766065,-0.403448,0.233331
0.746669,-0.383764,0.260386
0.723412,-0.360973,0.284013
0.797932,-0.356462,0.074577
1.027810,-0.143066,0.010878
0.921985,0.232892,0.087710
1.101620,-0.107484,-0.049040
1.433140,0.470523,0.036371
1.177570,-0.253380,-0.001306
0.989781,0.037584,0.005939
1.064140,-0.058643,0.059856
1.177900,-0.350721,0.036006
1.104230,-0.034146,0.053515
0.859057,-0.139370,0.043262
1.215910,0.118212,0.020868
1.079650,-0.112188,0.041521
1.228980,-0.133292,0.052221
1.268020,-0.121087,-0.011073
0.866203,-0.084348,0.002934
1.006430,-0.173729,0.035262
1.015260,-0.166093,0.041853
0.923696,-0.369694,0.045427
0.929664,-0.351243,0.047648
0.955652,-0.397392,0.055309
1.020960,-0.405018,0.070277
0.995912,-0.432888,0.091494
0.950889,-0.431231,0.117675
0.881823,-0.424952,0.149417
0.830047,-0.426905,0.184721
0.770674,-0.429623,0.218413
0.723280,-0.422432,0.249486
0.692041,-0.412588,0.278329
0.821938,-0.357287,0.079263
0.995407,-0.100637,0.013816
0.926380,0.137504,0.089756
1.081360,-0.141832,-0.059769
1.437330,0.446112,0.035553
1.208440,-0.124123,0.004193
0.970043,0.099738,0.004933
1.104690,-0.028039,0.063065
1.177560,-0.343343,0.029538
1.087070,-0.100629,0.041395
0.834848,-0.213978,0.032556
1.204930,0.135950,0.018746
1.121220,-0.078126,0.039126
1.224990,-0.117850,0.043764
1.257890,-0.096262,-0.011890
0.880199,-0.052731,-0.001752
1.017320,-0.155489,0.024952
1.068940,-0.132726,0.028941
0.972885,-0.355182,0.030320
0.938547,-0.346043,0.027227
0.973106,-0.404638,0.030425
1.037060,-0.413073,0.040913
1.009280,-0.449796,0.059445
0.945521,-0.466195,0.085407
0.862290,-0.494914,0.115410
0.789572,-0.507143,0.149684
0.734976,-0.503523,0.186890
0.704114,-0.502020,0.226197
0.669694,-0.492719,0.263140
0.839990,-0.357431,0.082311
0.972487,-0.027445,0.013988
0.934516,0.050574,0.091173
1.063060,-0.159414,-0.067644
1.433060,0.349416,0.036888
1.226940,0.016811,0.011362
0.962190,0.150292,0.003296
1.143050,-0.004694,0.062783
1.185160,-0.336425,0.022533
1.078700,-0.159815,0.026564
0.804385,-0.266976,0.019553
1.184410,0.137807,0.019046
1.160040,-0.049589,0.034569
1.223880,-0.100540,0.037029
1.246060,-0.085293,-0.012384
0.892376,-0.033030,-0.005652
1.026900,-0.140639,0.013347
1.117350,-0.110614,0.014997
1.022370,-0.341731,0.014112
0.952475,-0.338601,0.005984
0.991842,-0.409326,0.004871
1.053230,-0.419819,0.009578
1.026790,-0.459874,0.022820
0.966728,-0.470133,0.043154
0.905519,-0.490584,0.070745
0.853139,-0.513432,0.107558
0.799100,-0.554876,0.151033
0.725306,-0.577418,0.194688
0.657157,-0.574918,0.237191
0.852014,-0.360090,0.084721
0.956390,0.060973,0.011677
0.945893,-0.018958,0.091519
1.049670,-0.166128,-0.069393
1.421510,0.188974,0.039425
1.233740,0.160822,0.019858
0.965801,0.187731,0.004601
1.179270,0.013175,0.059872
1.196840,-0.328447,0.015833
1.075650,-0.198519,0.009573
0.772457,-0.296385,0.005761
1.159190,0.124582,0.020527
1.192790,-0.028318,0.028490
1.225840,-0.080768,0.031732
1.234740,-0.080063,-0.013268
0.901773,-0.021981,-0.010385
1.035010,-0.129839,0.002212
1.160120,-0.097360,0.001315
1.068520,-0.330233,-0.002301
0.969154,-0.330452,-0.014293
1.011410,-0.411788,-0.020278
1.069970,-0.424013,-0.022074
1.045650,-0.470690,-0.016208
0.987028,-0.499908,-0.000782
0.927987,-0.569895,0.021748
0.857153,-0.642405,0.048801
0.774685,-0.678285,0.084776
0.696996,-0.679396,0.133765
0.641106,-0.681468,0.190566
0.860055,-0.366548,0.085431
0.943418,0.153955,0.010351
0.958715,-0.069023,0.091517
1.043690,-0.164217,-0.064838
1.401980,-0.006523,0.043771
1.229930,0.294500,0.025897
0.977602,0.210249,0.008691
1.212380,0.026535,0.055073
1.209640,-0.318239,0.009513
1.075530,-0.214869,-0.007948
0.743540,-0.307010,-0.007744
1.132090,0.098606,0.023168
1.217020,-0.014327,0.022734
1.230210,-0.058872,0.027012
1.226380,-0.075348,-0.014958
0.909471,-0.016940,-0.015498
1.042220,-0.123245,-0.008603
1.197450,-0.090749,-0.011857
1.109600,-0.320563,-0.018140
0.986872,-0.322219,-0.034390
1.031230,-0.412340,-0.044547
1.086980,-0.426357,-0.053274
1.067790,-0.480873,-0.055540
1.023940,-0.521525,-0.050508
0.985211,-0.589157,-0.038939
0.930066,-0.633194,-0.023458
0.870621,-0.686652,0.006657
0.779629,-0.762002,0.059631
0.652913,-0.781243,0.124695
0.865301,-0.376296,0.085964
0.932975,0.243991,0.009416
0.971803,-0.101598,0.090785
1.045890,-0.153883,-0.056107
1.377680,-0.201476,0.049692
1.216550,0.404323,0.029232
0.994259,0.217629,0.014055
1.241280,0.036529,0.050014
1.221890,-0.305705,0.003716
1.076580,-0.212581,-0.024965
0.720302,-0.304836,-0.019772
1.106060,0.064487,0.025931
1.232980,-0.006310,0.017721
1.235580,-0.035906,0.022783
1.221640,-0.069091,-0.017401
0.916355,-0.015780,-0.021067
1.049080,-0.120294,-0.019281
1.229660,-0.088833,-0.024554
1.145230,-0.312157,-0.033006
1.004590,-0.314144,-0.053435
1.050560,-0.411189,-0.067301
1.104420,-0.426820,-0.082691
1.092600,-0.488187,-0.092643
1.064660,-0.542509,-0.101219
1.031660,-0.637003,-0.101166
0.966166,-0.742548,-0.097305
0.888306,-0.868523,-0.101740
0.752555,-0.926756,-0.083077
0.597716,-0.922270,-0.000452
0.867907,-0.388304,0.086672
0.924922,0.326805,0.007644
0.984896,-0.120300,0.089608
1.054430,-0.133734,-0.046287
1.353050,-0.365863,0.055316
1.196320,0.480313,0.032831
1.013540,0.211303,0.020560
1.265820,0.043946,0.044621
1.232650,-0.291438,-0.001554
1.077710,-0.196907,-0.039982
0.703288,-0.294592,-0.029498
1.083260,0.027280,0.028253
1.241920,-0.002854,0.013321
1.240750,-0.012874,0.019502
1.219840,-0.060916,-0.020351
0.922763,-0.016873,-0.026111
1.055440,-0.120172,-0.028947
1.257230,-0.089979,-0.036299
1.175730,-0.304574,-0.047182
1.021670,-0.306465,-0.070486
1.068800,-0.408637,-0.087813
1.121940,-0.425977,-0.109755
1.118210,-0.493589,-0.127695
1.106870,-0.559351,-0.149796
1.092830,-0.665292,-0.171277
1.044330,-0.747237,-0.189512
0.981213,-0.808633,-0.220855
0.896593,-0.923528,-0.260881
0.729882,-1.088140,-0.186150
0.868452,-0.401017,0.087688
0.918116,0.399533,0.005800
0.997627,-0.128968,0.088179
1.066120,-0.104608,-0.036306
1.330200,-0.483854,0.059858
1.173730,0.521794,0.034353
1.033430,0.194437,0.025428
1.286240,0.049642,0.039298
1.241450,-0.276328,-0.006132
1.078590,-0.172757,-0.052958
0.692124,-0.279411,-0.036900
1.064140,-0.008351,0.029963
1.245030,-0.002439,0.009567
1.245050,0.009144,0.017293
1.220320,-0.051463,-0.022479
0.929092,-0.019147,-0.030311
1.061120,-0.121918,-0.037415
1.280420,-0.092860,-0.047165
1.201500,-0.297403,-0.060261
1.037600,-0.299321,-0.086362
1.085720,-0.404945,-0.106417
1.138950,-0.424074,-0.135176
1.144310,-0.496840,-0.159421
1.148000,-0.568338,-0.193425
1.148490,-0.680582,-0.238698
1.102100,-0.784399,-0.281316
1.038500,-0.943933,-0.327669
0.961894,-1.202970,-0.476645
0.679426,-1.280610,-0.594302
1.018500,0.009284,0.168848
1.020220,0.008063,0.169168
1.021330,0.006422,0.169515
1.021490,0.004483,0.169873
1.020430,0.002414,0.170219
1.017930,0.000417,0.170557
1.013690,-0.001359,0.170891
1.007360,-0.002826,0.171209
0.998585,-0.003950,0.171529
0.987226,-0.004770,0.171841
0.973561,-0.005342,0.172148
0.958356,-0.005786,0.172471
0.942879,-0.006177,0.172794
0.928645,-0.006567,0.173114
0.917153,-0.006960,0.173426
0.909524,-0.007344,0.173719
0.906398,-0.007673,0.173988
0.907840,-0.007873,0.174201
0.913368,-0.007850,0.174355
1.005100,-0.048855,0.170847
1.015400,-0.046507,0.171210
1.023650,-0.043777,0.171570
1.028750,-0.040755,0.171919
1.030440,-0.037613,0.172251
1.029410,-0.034637,0.172563
1.027160,-0.032106,0.172840
1.025690,-0.030273,0.173068
1.026960,-0.029321,0.173256
1.032350,-0.029318,0.173416
1.042170,-0.030279,0.173543
1.055530,-0.032065,0.173628
1.070520,-0.034497,0.173688
1.084680,-0.037339,0.173704
1.095550,-0.040278,0.173712
1.101090,-0.043051,0.173709
1.100050,-0.045407,0.173731
1.092050,-0.047196,0.173777
1.077530,-0.048309,0.173911
